StationCode,RT_RO_Other,DATE,MONTH,YEAR,PERIOD,LAT,LON,SC_COUNTY,StationDepth_m,CHANNEL_WIDTH_m,CHANNEL_WIDTH_log,YSIb_DO_mgL,Logger_DO_min,Logger_DO_mean,Logger_DO_max,Logger_DO_range,YSIb_Salinity,Logger_Salin_min,Logger_Salin_mean,Logger_Salin_max,Logger_Salin_range,YSIb_Temp,Logger_Temp_min,Logger_Temp_mean,Logger_Temp_max,Logger_Temp_range,Logger_pH_min,Logger_pH_mean,Logger_pH_max,Logger_pH_range,TOC_Water_DHEC,Chl_a_DHEC,SecchiDepth_m,TOC_sediment,SiltClay,Entero_DHEC,LOG_ENTERO,FecalColiform_DHEC,LOG_FC,Met_Total,PAH_Total,PCB_Total,DDT_Total,PBDE_Total,ERMQ_DDT_tot,ERMQ_met,ERMQ_PAH_13,ERMQ_PAH_tot,ERMQ_PCB_tot,ERMQ_ALL,trawl_SP_RICH,trawl_ABUNDANCE,trawl_SIMPSON_INDEX,benth_SP_RICH,benth_ABUNDANCE,benth_SIMPSON_INDEX,BIBI,AMBI,MAMBI,benth_SENSC_ABUND,benth_SENSC_relABUND,benth_TCSENS_ABUND,benth_TCSENS_relABUND
RT022171,TidalCreek,6/25/02,6,2002,1999-2008,32.57739,-80.22091,Charleston,0.9,50,3.912023005,3.42,3.33,5.11,6.71,3.38,28.1,24.54,32.94,35.34,10.8,26.3,25.86,26.8,29.39,3.53,7.3,7.67,7.99,0.69,,8.93,0.6,0.230000004,6.044518948,,,4,0.602059991,14.53979015,0,0,0,,0,0.01,0,0.000166994,0,0.003339623,9,26,0.721893491,60,644,0.913170902,5,2.113,,125,19.41,66,10.25
RO026029,OpenWater,6/26/02,6,2002,1999-2008,32.61281,-80.40415,Colleton,2.7,679,6.520621128,4.14,4.3,4.86,5.56,1.26,16.7,14.36,20.24,27.2,12.84,26.7,26.32,26.87,27.28,0.96,6.98,7.22,7.5,0.52,,9.97,0.4,4.215000153,85.41202545,,,30,1.477121255,211.3050995,31.79999924,0.197999999,0.381999999,,0.008286335,0.1171,0.000720758,0.002248169,0.0011,0.04041203,16,310,0.286077003,7,45,0.697283951,2,2.867,0.32241038,0,0,5,11.11
RT022019,TidalCreek,6/26/02,6,2002,1999-2008,32.50454,-80.37736,Colleton,3.4,48,3.871201011,4.54,3.29,4.8,7.09,3.8,31.5,31.31,31.97,34.03,2.72,27.7,27.13,27.84,29.14,2.01,7.51,7.63,8.07,0.56,,5.88,0.5,1.50999999,22.80829239,,,0,0,59.73350143,0,0.171000004,0,,0,0.034,0,0.00029023,0.00095,0.01136626,16,46,0.810018904,74,1564,0.86840357,5,2.729,,491,31.39,72,4.6
RO026025,OpenWater,6/26/02,6,2002,1999-2008,32.50694,-80.45691,Colleton,1.8,369,5.910796644,4.85,4.82,5.51,6.62,1.8,32.3,29.5,32.67,34.92,5.42,27.1,26.37,27.06,27.67,1.3,7.43,7.6,7.87,0.44,,7.99,0.4,0.200000003,7.299780369,,,4,0.602059991,22.71767998,7.869999886,0,0.141000003,,0.003058569,0.0147,0.000262413,0.00030184,0,0.005393756,22,130,0.718816568,59,574,0.904994529,4.5,1.626,0.732128639,60,10.45,132,23
RO026027,OpenWater,6/26/02,6,2002,1999-2008,32.49761,-80.44432,Colleton,4,5022,8.52158354,6.02,4.8,5.6,6.68,1.88,34.4,31.43,33.71,35.06,3.63,26.4,26.39,27.01,27.71,1.32,7.54,7.73,7.98,0.44,,11.9,0.7,0.219999999,8.1590271,,,2,0.301029996,25.03749084,0,0,0,,0,0.0157,0,0.000136632,0,0.005222592,21,595,0.762601511,51,1168,0.674953473,4,3.362,0.526391863,38,3.25,634,54.28
RO026003,OpenWater,7/9/02,7,2002,1999-2008,32.4123,-80.68226,Beaufort,5.5,489,6.192362489,4.72,4.54,5.04,5.7,1.16,35,35.19,35.69,35.89,0.7,29.9,29.51,29.83,30.35,0.84,7.67,7.72,7.82,0.15,3.299999952,6.85,0.7,0.405000001,12.33509159,,,4,0.602059991,41.95063019,22.64999962,0,0.085500002,,0.001854664,0.0243,0.000511306,0.000650786,0,0.00858852,10,26,0.701183432,56,1360,0.827992588,5,2.299,0.659769509,661,48.6,32,2.35
RO026017,OpenWater,7/9/02,7,2002,1999-2008,32.4441,-80.80507,Beaufort,4.3,2016,7.608870629,4.99,5.36,5.96,6.62,1.26,35.9,33.94,35.05,36.14,2.2,29.9,29.33,29.71,30.23,0.9,7.7,7.82,7.93,0.23,3.599999905,5.96,0.8,0.140000001,4.875598907,,,2,0.301029996,9.642609596,20.73999977,0,0,,0,0.012,0.000844119,0.000463029,0,0.004463382,,,,72,1189,0.87263489,5,1.147,,217,18.25,108,9.08
RO026022,OpenWater,7/9/02,7,2002,1999-2008,32.28715,-80.65486,Beaufort,10.4,7281,8.893023494,5.75,5.3,5.86,6.55,1.25,35.5,31.78,33.46,35.73,3.95,29.2,29.24,29.5,29.79,0.55,7.81,7.92,8.05,0.24,2.5,2.99,1.2,0.195,7.310705185,,,0,0,4.845700264,0,0,0,,0,0.0063,0,0,0,0.002085042,14,36,0.726851852,19,45,0.923553719,4,1.632,,6,13.33,3,6.67
RT022013,TidalCreek,7/9/02,7,2002,1999-2008,32.46236,-80.66489,Beaufort,0.9,90,4.49980967,4.71,3.9,5.11,7.08,3.18,35.1,33.52,34.42,35.85,2.33,29.8,28.73,29.99,31.96,3.23,7.58,7.71,7.86,0.28,4.900000095,11.1,0.5,0.109999999,6.301952839,,,8,0.903089987,3.274569988,0,0,0,,0,0.0034,0,0,0,0.001139698,8,38,0.493074792,22,530,0.782235671,3.5,3.153,0.420030098,14,2.64,210,39.62
RT022007,TidalCreek,7/10/02,7,2002,1999-2008,32.4872,-80.8039,Beaufort,2.1,34,3.526360525,7.02,2.38,5.21,6.3,3.92,35.8,34.73,35.92,36.86,2.13,30.9,26.41,30.18,35.28,8.87,7.39,7.71,7.85,0.46,4.300000191,7.6,0.7,3.940000057,86.01091766,,,2,0.301029996,184.6636963,119.5,0.395099998,0.567000031,,0.01229935,0.1019,0.004268653,0.006273441,0.002195,0.03732191,5,15,0.551111111,19,223,0.770214563,2.5,2.882,0.396436512,1,0.45,79,35.43
RT022165,TidalCreek,7/10/02,7,2002,1999-2008,32.52839,-80.79371,Beaufort,1.8,59,4.077537444,5.56,4.1,5.27,8.75,4.65,34.7,33.25,34.28,35.48,2.23,31.8,28.53,30.58,34.04,5.51,7.37,7.48,7.71,0.34,6,12,0.5,2.235000014,50.20352173,,,13,1.113943352,101.1831512,45.56000137,0.072700001,0.417999983,,0.009067245,0.0563,0.001382188,0.001282818,0.000403889,0.02030228,18,495,0.150360167,23,131,0.790163743,2.5,1.389,0.513565807,1,0.76,15,11.45
RT022009,TidalCreek,7/10/02,7,2002,1999-2008,32.50321,-80.8458,Jasper,2.4,149,5.003946306,6.42,3.24,5.38,8.04,4.8,36.6,35.11,36.04,37.38,2.27,31,28.74,30.59,34.09,5.35,7.49,7.66,7.87,0.38,5.599999905,12.4,0.3,1.305000007,27.0885849,,,2,0.301029996,58.84550095,0,0,0,,0,0.0343,0,0.000296928,0,0.01142879,17,334,0.217612679,18,132,0.74207989,2.5,3.058,0.38347586,1,0.76,42,31.82
RO026151,OpenWater,7/10/02,7,2002,1999-2008,32.52328,-80.8439,Jasper,1.2,933,6.838405201,4.27,3.71,4.43,4.98,1.27,30.7,33.84,35.24,36.43,2.59,30.7,29.34,29.93,30.82,1.48,7.36,7.49,7.63,0.27,6,9.2,0.5,0.059999999,1.946124673,,,2,0.301029996,5.372210026,0,0,0,,0,0.0097,0,0,0,0.003244392,13,44,0.743801653,18,125,0.82176,3.5,0.684,0.536983473,45,36,6,4.8
RO026004,OpenWater,7/16/02,7,2002,1999-2008,33.12431,-79.26868,Georgetown,1.2,865,6.762729507,4.16,4.56,5.95,7.06,2.5,23.3,19.78,29.62,34.51,14.73,28.9,29.26,29.83,30.42,1.16,7.58,7.88,8.06,0.48,5.400000095,7.93,0.6,0.390000001,9.027897835,,,4,0.602059991,25.15085983,0,0,0,,0,0.0185,0,0.000500089,0,0.006150152,7,25,0.6208,54,1081,0.641269684,4,3.424,0.497939152,74,6.85,609,56.34
RO026024,OpenWater,7/16/02,7,2002,1999-2008,33.8739,-78.58598,Horry,2.7,242,5.488937726,5.02,4.98,6.04,6.8,1.82,24.6,23.93,31.41,35.99,12.06,29,28.55,29.5,30.35,1.8,7.69,7.93,8.1,0.41,6.099999905,13.1,0.6,0.155000001,4.949608803,,,20,1.301029996,5.408440113,11.73999977,0,0.069700003,,0.001511931,0.0048,0.000275607,0.0002621,0,0.001934145,11,27,0.765432099,37,483,0.511220081,3.5,3.887,0.399052246,37,7.66,328,67.91
RO026010,OpenWater,7/17/02,7,2002,1999-2008,33.25959,-79.25809,Georgetown,3.4,178,5.18178355,4.29,0.08,4.02,5.79,5.71,21.4,15.1,21.68,28.75,13.65,29.5,29.24,29.9,30.43,1.19,7.51,7.78,8.07,0.56,9.399999619,30.8,0.1,4.795000076,85.29915619,,,8,0.903089987,748.0195313,57.56999969,0.066200003,0.34799999,,0.007548807,0.286,0.001610558,0.006107564,0.000367778,0.09708657,20,404,0.721583668,8,16,0.75,1.5,2.4,0.352405757,0,0,2,12.5
RT022016,TidalCreek,7/17/02,7,2002,1999-2008,33.04177,-79.39329,Charleston,3.4,30,3.401197382,2.69,2.12,4.51,6.4,4.28,32.5,32.31,33.13,33.93,1.62,30.5,30.48,31.77,33.3,2.82,7.21,7.53,7.87,0.66,4.800000191,16.2,0.5,2.235000014,56.04841995,,,0,0,144.4987946,0,0,0,,0,0.0741,0,0.002567423,0,0.02468954,18,208,0.603504068,28,207,0.807504765,3,3.087,0.427665015,12,5.8,49,23.67
RO026008,OpenWater,7/17/02,7,2002,1999-2008,33.03231,-79.47299,Charleston,3.4,310,5.736572297,4.52,3.28,5.05,6.01,2.73,34.3,30.26,32.21,34.56,4.3,30.3,30.26,30.93,32.69,2.43,7.46,7.75,7.94,0.48,4.400000095,11.7,0.6,1.74000001,38.84304047,,,2,0.301029996,110.425499,4.260000229,0,0,,0,0.0719,0.000126036,0.000744776,0,0.02404419,24,375,0.677304889,27,670,0.722925098,3.5,3.779,0.379878638,9,1.34,284,42.39
RO026012,OpenWater,7/17/02,7,2002,1999-2008,33.35002,-79.27575,Georgetown,4.3,2413,7.788626066,3.97,4.02,4.88,5.71,1.69,12.9,12.09,17.51,21.33,9.24,29.5,29.47,29.93,30.14,0.67,7.2,7.53,7.77,0.57,10,22.2,0.5,0.379999995,4.348909378,,,70,1.84509804,8.26897049,7.420000076,0,0,,0,0.0084,0.000321499,0.00079032,0,0.002966279,14,304,0.739071157,14,58,0.828775268,4,3.214,0.373610443,10,17.24,29,50
RO026021,OpenWater,7/23/02,7,2002,1999-2008,32.38642,-80.84018,Beaufort,2.7,249,5.517452896,3.69,3.49,4.27,5.08,1.59,35.4,33.33,34.85,35.74,2.41,30.2,28.66,29.6,30.52,1.86,7.42,7.55,7.71,0.29,3.700000048,6.5,0.5,2.625,78.96852112,,,0,0,154.9799042,22.43999863,0,0,,0,0.0843,0.000505769,0.001101536,0,0.0283705,17,561,0.397691924,11,55,0.819173554,3,3.655,0.289131943,3,5.45,7,12.73
RT022153,TidalCreek,7/23/02,7,2002,1999-2008,32.30561,-80.9284,Beaufort,1.2,184,5.214935758,4.58,2.92,3.94,5.99,3.07,34.3,32.69,33.51,34.17,1.48,30.6,28.47,29.69,31.02,2.55,7.33,7.42,7.58,0.25,5.400000095,9.87,0.3,1.654999971,59.10590363,,,50,1.698970004,123.7582016,43.26000214,0,0,,0,0.0664,0.001342968,0.000965798,0,0.02286093,15,1150,0.113536484,6,46,0.404536862,1.5,2.772,0.284161374,0,0,2,4.35
RO026023,OpenWater,7/23/02,7,2002,1999-2008,32.30939,-80.80363,Beaufort,6.4,918,6.822197391,3.63,3.55,4.28,5.35,1.8,35,34.84,35.17,35.35,0.51,30.3,29.39,30.07,30.43,1.04,7.5,7.66,7.88,0.38,3.400000095,6.58,0.5,0.284999996,12.18873787,,,0,0,15.18698025,0,0,0,,0,0.0122,0,0,0,0.004080828,13,87,0.743823491,57,463,0.93117717,4.5,1.412,0.741785379,69,14.9,56,12.1
RO026018,OpenWater,7/23/02,7,2002,1999-2008,32.28675,-80.71152,Beaufort,11.3,5151,8.54694615,4.89,,,,0,34.9,34.9,35.1,35.28,0.38,30.2,29.8,30.09,30.36,0.56,7.85,7.9,7.95,0.1,3.099999905,5.99,1.2,0.039999999,2.259543419,,,0,0,5.152430058,0,0,0,,0,0.0092,0,0,0,0.003079499,3,5,0.64,23,55,0.910836763,4,1.159,,10,18.18,0,0
RT022170,TidalCreek,7/30/02,7,2002,1999-2008,32.66034,-79.96557,Charleston,1.5,85,4.442651256,4.11,4.49,5.53,6.2,1.71,35.8,34.32,35.28,35.59,1.27,29.8,29.22,30.18,30.91,1.69,7.72,7.87,7.96,0.24,2.900000095,6.47,0.9,0.460000008,8.886921883,,,2,0.301029996,158.2798462,14.81999969,0,0,,0,0.0597,0.000332844,0.000330863,0,0.02008592,15,22,0.871900826,62,630,0.918998571,4.5,1.799,0.690606153,61,9.68,64,10.16
RT022155,TidalCreek,7/30/02,7,2002,1999-2008,32.62523,-80.02534,Charleston,3.7,43,3.761200116,4.83,1.23,3.96,6.66,5.43,32.7,32.86,33.73,35.07,2.21,30.4,30.14,31.33,33.1,2.96,7.44,7.63,7.79,0.35,6.300000191,15.2,0.7,0.514999986,9.678837776,,,4,0.602059991,70.44904327,9.725000381,0,0,,0,0.0324,0.000219776,0.000217115,0,0.01091802,21,104,0.670857988,36,181,0.866367883,3.5,2.156,0.546392854,10,5.52,55,30.39
RT022154,TidalCreek,7/30/02,7,2002,1999-2008,32.78738,-80.0808,Charleston,1.8,60,4.094344562,5.31,3.74,5.41,7.41,3.67,33.1,33.17,33.46,33.75,0.58,30.1,28.92,31.8,34.24,5.32,7.51,7.65,7.82,0.31,7.599999905,14,0.5,0.730000019,13.68044853,,,2,0.301029996,35.83259964,92.45000458,0,0.327699989,,0.00710846,0.0233,0.002451097,0.002938695,0,0.009752223,17,172,0.46957815,30,500,0.657688,2.5,3.487,0.393331344,5,1,279,55.8
RT022008,TidalCreek,7/30/02,7,2002,1999-2008,32.70097,-79.91453,Charleston,1.8,58,4.060443011,3.5,3.58,5.32,6.23,2.65,36,34.88,35.45,35.94,1.06,30,29.58,30.82,32.83,3.25,7.6,7.85,8.05,0.45,3.599999905,9.07,0.7,0.255000003,8.030617714,,,7,0.84509804,29.55669022,4.070000172,0,0.090599999,,0.001965293,0.0179,6.14E-05,9.09E-05,0,0.006229784,24,88,0.827737603,68,1056,0.860928997,5,3.213,,332,31.44,392,37.12
RO026030,OpenWater,7/31/02,7,2002,1999-2008,32.80832,-79.96541,Charleston,1.5,626,6.439350371,6.57,4.87,5.89,7.35,2.48,26,25.8,26.4,27.42,1.62,30.3,30.2,30.88,32.42,2.22,7.81,7.94,8.14,0.33,7.800000191,29.8,0.7,3.190000057,94.52657318,,,27,1.431363764,532.2105103,1126.5,0.133000001,0,,0,0.2847,0.04996669,0.03662261,0.000738889,0.1219945,14,52,0.807692308,20,135,0.700356653,3.5,3.564,0.357844915,29,21.48,6,4.44
RO026016,OpenWater,7/31/02,7,2002,1999-2008,32.75144,-79.89511,Charleston,0.6,3982,8.289539485,,4.93,6.03,7.11,2.18,,24.24,28.2,34.48,10.24,,29.44,30,30.93,1.49,7.9,7.98,8.06,0.16,3.5,5.75,0.9,0.314999998,9.410853386,,,4,0.602059991,32.8614006,793.1500244,0,0,,0,0.0175,0.032483,0.02464703,0,0.0234306,1,1,0,88,635,0.954238818,5,1.874,0.865093578,77,12.13,30,4.72
RT022006,TidalCreek,7/31/02,7,2002,1999-2008,32.77504,-79.82408,Charleston,2.7,70,4.248495242,3.9,4.18,5.7,6.58,2.4,30.2,30.25,33.4,35.29,5.04,29.7,29.39,30.32,31.96,2.57,7.76,7.94,8.05,0.29,3.900000095,7.88,0.8,0.314999998,11.34987259,,,21,1.322219295,32.97837067,15.26000023,0,0,,0,0.0203,0.000335193,0.000340686,0,0.006958984,8,15,0.782222222,36,457,0.870754132,4.5,3.509,0.503261578,45,9.85,37,8.1
RO026026,OpenWater,7/31/02,7,2002,1999-2008,32.76846,-79.87434,Charleston,6.1,3217,8.076204527,4.82,5.27,5.85,6.58,1.31,31.9,27.32,32.01,34.28,6.96,30,29.66,29.97,30.81,1.15,7.94,8.04,8.08,0.14,3.700000048,6.4,1.7,0.185000002,5.163262367,,,0,0,34.69908142,11.25,0,0,,0,0.0174,0.000250661,0.000251161,0,0.005922235,2,3,0,44,769,0.914581178,4.5,2.555,,45,5.85,88,11.44
RT022152,TidalCreek,8/6/02,8,2002,1999-2008,32.12601,-81.00413,Jasper,4.6,116,4.753590191,3.83,2.21,2.9,3.96,1.75,26.5,26.45,27.53,29.2,2.75,28.8,29.08,29.36,29.9,0.82,7.11,7.22,7.48,0.37,9.600000381,4.31,0.4,4.279999971,84.99707794,,,7,0.84509804,182.6960449,290.3500061,0.967900038,2.559999943,,0.05553145,0.0935,0.01310833,0.00931327,0.005377222,0.04339864,6,83,0.327188271,12,85,0.734117647,2.5,1.72,0.436149135,0,0,5,5.88
RO026009,OpenWater,8/6/02,8,2002,1999-2008,32.13219,-80.82913,Beaufort,17.6,1744,7.463936604,6.4,0.19,5.33,6.94,6.75,33.9,20.91,26.91,35.39,14.48,29.4,27.4,28.42,28.92,1.52,7.78,7.96,8.05,0.27,3.200000048,9.81,1.1,0.185000002,5.50389576,,,2,0.301029996,55.81492996,0,0,0,,0,0.0332,0,0,0,0.01107323,8,123,0.619869126,67,774,0.891519095,5,2.767,,138,17.83,237,30.62
RO026011,OpenWater,8/6/02,8,2002,1999-2008,32.09641,-80.94844,Jasper,5.8,261,5.564520407,4.84,0.11,4.47,6.42,6.31,29.4,14.8,29.72,31.09,16.29,29.3,29.2,29.93,30.9,1.7,7.37,7.58,7.89,0.52,4.599999905,11.3,0.4,0.340000004,14.34066391,,,0,0,32.66640091,3.410000086,0,0,,0,0.0217,0.000100888,0.000435569,0,0.007279009,13,91,0.581330757,17,1590,0.560767143,4,3.333,,181,11.38,204,12.83
RT022022,TidalCreek,8/6/02,8,2002,1999-2008,32.18158,-80.75424,Beaufort,2.1,27,3.295836866,4.63,3.08,4.67,5.95,2.87,32.9,32.06,33.12,33.72,1.66,29.9,29.24,30.34,32.72,3.48,7.41,7.62,7.87,0.46,5.599999905,17.7,0.4,0.325000003,6.575710773,,,50,1.698970004,20.22779083,0,0,0,,0,0.0129,0,0,0,0.004305017,11,212,0.511035956,26,118,0.864120983,3.5,1.632,0.548222215,6,5.08,11,9.32
RO026020,OpenWater,8/7/02,8,2002,1999-2008,32.2231,-80.78366,Beaufort,3,289,5.666426688,5.48,5.16,5.88,6.55,1.39,33.5,25.14,30.9,34.02,8.88,29.4,28.6,29.24,29.71,1.11,7.75,7.88,8.04,0.29,3.599999905,10.3,0.9,0.439999998,13.29080772,,,2,0.301029996,51.89812088,53.33000183,0,0,,0,0.0262,0.001762981,0.002231202,0,0.009693189,11,20,0.83,56,379,0.951649828,4,1.911,,37,9.76,32,8.44
RO026002,OpenWater,8/7/02,8,2002,1999-2008,32.20525,-80.80085,Beaufort,2.4,1152,7.049254841,5.47,4.63,5.51,6.75,2.12,30,33.68,34.27,34.92,1.24,28.6,28.25,29.03,29.72,1.47,7.69,7.8,7.99,0.3,3,9.36,0.7,0.484999999,27.11637688,,,2,0.301029996,26.25440025,0,0.31400001,0,,0,0.0198,0,0,0.001744444,0.006676751,27,112,0.803571429,44,249,0.939803805,4,2.083,,8,3.21,10,4.02
RT022160,TidalCreek,8/7/02,8,2002,1999-2008,32.2616,-80.79589,Beaufort,3.7,74,4.304065093,4.7,4.63,5.98,8.69,4.06,34.3,33.91,34.22,34.5,0.59,29.4,27.86,28.88,30.33,2.47,7.51,7.64,7.75,0.24,6.900000095,5.52,0.6,0.350000009,7.556285381,,,0,0,14.41530037,0,0,0,,0,0.0133,0,0,0,0.004435336,11,39,0.727153189,20,94,0.836510542,3.5,1.518,0.505283073,8,8.51,11,11.7
RO026028,OpenWater,8/13/02,8,2002,1999-2008,32.86541,-79.961,Charleston,13.4,631,6.447305863,5.3,4.71,4.98,5.25,0.54,15.7,14.77,20.99,27.5,12.73,28,27.78,28.01,28.22,0.44,7.44,7.61,7.75,0.31,4.199999809,4.34,1.2,0.944999993,11.57118893,,,70,1.84509804,78.03409576,595.3300171,2.628999949,0.907999992,,0.01969631,0.0435,0.02496278,0.02087248,0.01460556,0.03040439,5,8,0.78125,18,416,0.49419841,2.5,3.164,0.337036379,12,2.88,67,16.11
RT022028,TidalCreek,8/13/02,8,2002,1999-2008,32.90585,-79.92989,Berkeley,5.5,129,4.859812404,5.07,4.61,5.26,6.17,1.56,8.4,7.96,11.39,17.29,9.33,27.8,27.71,28.1,28.45,0.74,7.05,7.29,7.44,0.39,4.400000095,8.64,0.8,3.129999995,49.73120117,,,13,1.113943352,159.1674957,48.52999878,0,0,,0,0.0791,0.001199965,0.007624799,0,0.02702544,4,43,0.131963223,7,15,0.773333333,2,3.625,0.254009593,0,0,1,6.67
RT022162,TidalCreek,8/13/02,8,2002,1999-2008,32.85979,-79.85099,Charleston,2.7,80,4.382026635,2.31,2.57,4.35,5.36,2.79,25.6,24.99,25.61,25.84,0.85,27.7,27.18,28.3,29.14,1.96,7.09,7.38,7.59,0.5,5.5,13.1,0.8,0.474999994,12.15860844,,,0,0,48.94379807,15.44000053,0,0,,0,0.0292,0.000344364,0.000500313,0,0.009914706,10,22,0.847107438,17,276,0.655782781,2.5,3.859,0.314463619,1,0.36,145,52.54
RO026014,OpenWater,8/13/02,8,2002,1999-2008,32.89944,-79.84164,Berkeley,7,584,6.369900983,4.13,4.5,4.8,5.26,0.76,24.4,23.6,24.75,25.72,2.12,28.2,28.23,28.41,28.58,0.35,7.43,7.51,7.61,0.18,5.699999809,11.6,0.8,0.270000011,6.63177681,,,0,0,55.90789032,29.94499969,0.1061,0,,0,0.0238,0.000741958,0.000668535,0.000589444,0.008351637,17,241,0.476816859,44,227,0.943060348,4,1.583,0.674208321,13,5.73,5,2.2
RT022004,TidalCreek,8/14/02,8,2002,1999-2008,32.90035,-79.6348,Charleston,2.1,41,3.713572067,2.18,2.24,4.31,6.11,3.87,37.7,36.32,37.36,38.12,1.8,26.5,26.48,28.58,30.75,4.27,7.28,7.52,7.86,0.58,3.400000095,10.4,0.6,2.5,55.58193588,,,2,0.301029996,182.9766083,0,0,0.098800004,,0.002143167,0.1042,0,0,0,0.03498677,12,95,0.736398892,40,565,0.836516751,4,3.575,0.430481154,62,10.97,220,38.94
RT022164,TidalCreek,8/14/02,8,2002,1999-2008,32.90837,-79.64002,Charleston,2,36,3.583518938,3.46,3.1,4.77,5.99,2.89,37.3,36.44,37.37,37.71,1.27,26.7,26.46,28.36,30.14,3.68,7.49,7.7,7.9,0.41,2.599999905,7.61,0.3,1.224999964,16.60107422,,,2,0.301029996,105.8020477,0,0,0,,0,0.0599,0,0.000158287,0,0.01997611,25,309,0.805940449,51,634,0.892455135,4.5,3.035,0.527982812,58,9.15,189,29.81
RT022030,TidalCreek,8/14/02,8,2002,1999-2008,32.94194,-79.78838,Berkeley,1.2,23,3.135494216,4.85,2.92,4.45,5.62,2.7,22.9,23.72,24.09,24.34,0.62,26.9,27.53,28.63,29.43,1.9,7,7.22,7.4,0.4,7.599999905,8.85,0.7,0.175000004,8.117474556,,,9,0.954242509,48.57751083,0,0,0,,0,0.0213,0,0,0,0.007085346,2,3,0.444444444,9,45,0.761481481,2,3.643,0.293849535,0,0,5,11.11
RO026019,OpenWater,8/20/02,8,2002,1999-2008,32.58192,-80.62095,Colleton,6.1,174,5.159055299,2.94,2.79,3.16,3.51,0.72,33.7,33.21,34.01,34.85,1.64,29.8,29.59,29.93,30.2,0.61,7.1,7.15,7.22,0.12,8.5,,0.4,0.069999998,1.452454567,,,2,0.301029996,1.781110048,0,0,0,,0,0.0037,0,0,0,0.001226265,12,89,0.603206666,7,86,0.754191455,2.5,2.565,,3,3.49,11,12.79
RT022002,TidalCreek,8/21/02,8,2002,1999-2008,32.30647,-80.5479,Beaufort,4.6,68,4.219507705,3.41,2.89,4.1,6.45,3.56,37.1,35.23,36.37,37.09,1.86,29.2,28.96,29.61,30.14,1.18,7.51,7.69,8.03,0.52,4,6.74,0.6,0.534999996,22.90000343,,,0,0,40.16189957,0,0,0,,0,0.0238,0,0,0,0.007931286,,,,23,159,0.860329892,3,3,0.434647823,1,0.63,52,32.7
RT022156,TidalCreek,8/21/02,8,2002,1999-2008,32.3061,-80.55713,Beaufort,4,89,4.48863637,3.93,3.05,4.35,6.4,3.35,36.7,36.41,37.15,37.92,1.51,29.1,28.91,29.52,29.97,1.06,7.49,7.71,8,0.51,3.299999952,6.22,0.5,0.650000006,16.43720627,,,2,0.301029996,23.31985092,0,0,0,,0,0.0175,0,0,0,0.005823576,12,29,0.832342449,42,644,0.772264536,4,3.216,0.50482374,46,7.14,320,49.69
RO026006,OpenWater,8/21/02,8,2002,1999-2008,32.33804,-80.47536,Beaufort,5.5,152,5.023880521,4.55,3.36,4.71,6.63,3.27,36.3,36.69,37.02,37.3,0.61,29.3,29.21,29.62,30.47,1.26,7.53,7.73,8,0.47,3.200000048,6.79,0.6,0.195,4.894245148,,,0,0,13.56439018,0,0,0,,0,0.0104,0,0,0,0.003452326,23,487,0.318178177,56,1434,0.918794733,5,2.737,,236,16.46,243,16.95
RT032188,TidalCreek,6/24/03,6,2003,1999-2008,32.34179,-80.48209,Beaufort,0.3,11,2.397895273,5.26,1.99,4.02,6.5,4.51,34.2,31.11,33.42,34.09,2.98,30.1,27.89,29.78,31.12,3.23,7.17,7.46,7.95,0.78,34,21.2,0.5,3.394999981,90.23136902,,,14,1.146128036,197.1377411,28.09999847,4.996999741,1.340000033,0,0.02906725,0.1009,0.000701788,0.001717941,0.02776111,0.03639287,,,,20,347,0.697124497,2.5,3.695,0.345193454,1,0.29,179,51.59
RT032056,TidalCreek,6/24/03,6,2003,1999-2008,32.3338,-80.58017,Beaufort,1.3,19,2.944438979,2.59,1.84,3.83,5.48,3.64,33.4,33.52,33.83,34.02,0.5,27,27.23,28.87,30.2,2.97,7.21,7.51,7.89,0.68,34,42,0.4,2.24000001,59.41996384,,,4,0.602059991,143.3923035,23.62999916,2.089999914,0,0,0,0.0868,0.000655915,0.001449589,0.01161111,0.029767,11,53,0.678533286,26,221,0.810040561,3,3.251,0.408095904,21,9.5,95,42.99
RT032172,TidalCreek,6/24/03,6,2003,1999-2008,32.37085,-80.45966,Beaufort,2.4,96,4.564348191,2.68,0.24,2.23,4.3,4.06,30.7,29.63,30.41,31.2,1.57,28.7,28.56,29.76,30.75,2.19,7.27,7.42,7.63,0.36,31,9.01,0.6,1.839999974,53.40370178,,,0,0,133.3132935,26.60000038,2.552999973,0,0,0,0.0687,0.000724413,0.001515896,0.01418333,0.02389421,14,40,0.775,47,406,0.884992,3.5,2.506,0.516077043,6,1.48,115,28.33
RT032176,TidalCreek,6/24/03,6,2003,1999-2008,32.28996,-80.56349,Beaufort,3.7,59,4.077537444,2.79,2.49,4.14,6.66,4.17,34.8,33.26,34.51,35.06,1.8,27.3,26.47,27.88,29.32,2.85,7.36,7.62,7.98,0.62,32,10.4,0.8,1.104999959,31.85907745,,,0,0,78.53102112,13.94000053,2.869999886,0,0,0,0.0392,0.000334583,0.001808582,0.01594444,0.01390269,,,,38,351,0.919301593,3.5,2.48,,37,10.54,57,16.24
