"","RESPONSE","RESPONSE_CATEGORY","HABITAT","SPATIAL_UNIT","SCENARIO_NUMBER","SCENARIO_NAME","PROJECTION","SCENARIO_PROJECTION","PREDICTED","PREDICTED_LOWER","PREDICTED_UPPER","BASELINE","BASELINE_LOWER","BASELINE_UPPER","PRCT_CHANGE"
"122","ERMQ PCB","sediment quality","TidalCreek","HUC 10","10","Precip","High","Precip (High)",0.00293302144983495,0.00272989891292098,0.00313614398674892,0.00273518396769861,0.00253918078219277,0.00293118715320446,7.23305943851378
"123","ERMQ PCB","sediment quality","AllHabitats","HUC 10","10","Precip","High","Precip (High)",0.00274904276725985,0.00255282724940494,0.00294525828511476,0.00254614940563818,0.00235632447872424,0.00273597433255212,7.96863535079205
"124","ERMQ PCB","sediment quality","OpenWater","HUC 10","11","Temp + Precip","High","Temp + Precip (High)",0.00112458690991394,0.000791858441731534,0.00145731537809636,0.00235937882594724,0.00216650800708069,0.00255224964481379,-52.3354665411797
"125","ERMQ PCB","sediment quality","TidalCreek","HUC 10","11","Temp + Precip","High","Temp + Precip (High)",0.00144129857332183,0.00109772038848643,0.00178487675815723,0.00273518396769861,0.00253918078219277,0.00293118715320446,-47.3052419748372
"126","ERMQ PCB","sediment quality","AllHabitats","HUC 10","11","Temp + Precip","High","Temp + Precip (High)",0.00128242877981182,0.000947082123186469,0.00161777543643717,0.00254614940563818,0.00235632447872424,0.00273597433255212,-49.6326186918954
"127","ERMQ PCB","sediment quality","OpenWater","HUC 10","12","Pop + Temp","High","Pop + Temp (High)",0.0019443804229261,0.00149540190689085,0.00239335893896134,0.00235937882594724,0.00216650800708069,0.00255224964481379,-17.5893077642811
"128","ERMQ PCB","sediment quality","TidalCreek","HUC 10","12","Pop + Temp","High","Pop + Temp (High)",0.00223749863115492,0.00179847591815778,0.00267652134415205,0.00273518396769861,0.00253918078219277,0.00293118715320446,-18.1956805253742
"129","ERMQ PCB","sediment quality","AllHabitats","HUC 10","12","Pop + Temp","High","Pop + Temp (High)",0.00209054594260108,0.0016486619874673,0.00253242989773486,0.00254614940563818,0.00235632447872424,0.00273597433255212,-17.8938228066357
"130","ERMQ PCB","sediment quality","OpenWater","HUC 10","13","Pop + Precip","High","Pop + Precip (High)",0.00333365488417805,0.00296611673127311,0.00370119303708299,0.00235937882594724,0.00216650800708069,0.00255224964481379,41.2937527249215
"131","ERMQ PCB","sediment quality","TidalCreek","HUC 10","13","Pop + Precip","High","Pop + Precip (High)",0.00366356403526047,0.00331061667412694,0.00401651139639401,0.00273518396769861,0.00253918078219277,0.00293118715320446,33.9421435093817
"132","ERMQ PCB","sediment quality","AllHabitats","HUC 10","13","Pop + Precip","High","Pop + Precip (High)",0.00349810246300223,0.00314036959284401,0.00385583533316045,0.00254614940563818,0.00235632447872424,0.00273597433255212,37.3879496331224
"133","ERMQ PCB","sediment quality","OpenWater","HUC 10","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",0.00189184207882128,0.0014466162251791,0.00233706793246346,0.00235937882594724,0.00216650800708069,0.00255224964481379,-19.8160948968529
"134","ERMQ PCB","sediment quality","TidalCreek","HUC 10","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",0.00217184115874735,0.00173161439314284,0.00261206792435186,0.00273518396769861,0.00253918078219277,0.00293118715320446,-20.5961579039693
"135","ERMQ PCB","sediment quality","AllHabitats","HUC 10","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",0.00203148847555421,0.00159097897093261,0.0024719979801758,0.00254614940563818,0.00235632447872424,0.00273597433255212,-20.2133044095651
"136","ERMQ DDT","sediment quality","OpenWater","HUC 10","0","Baseline","NA","Baseline (NA)",0.00144356574431514,0.0012543229951926,0.00163280849343769,0.00144356574431514,0.0012543229951926,0.00163280849343769,0
"137","ERMQ DDT","sediment quality","TidalCreek","HUC 10","0","Baseline","NA","Baseline (NA)",0.00170597848299919,0.00151230445485911,0.00189965251113927,0.00170597848299919,0.00151230445485911,0.00189965251113927,0
"138","ERMQ DDT","sediment quality","AllHabitats","HUC 10","0","Baseline","NA","Baseline (NA)",0.00157396319646024,0.00138783709580205,0.00176008929711843,0.00157396319646024,0.00138783709580205,0.00176008929711843,0
"139","ERMQ DDT","sediment quality","OpenWater","HUC 10","1","Pop","Low","Pop (Low)",0.00148915975273148,0.00120247254752625,0.00177584695793671,0.00144356574431514,0.0012543229951926,0.00163280849343769,3.1584296451957
"140","ERMQ DDT","sediment quality","TidalCreek","HUC 10","1","Pop","Low","Pop (Low)",0.00178225763586736,0.00147060448298055,0.00209391078875417,0.00170597848299919,0.00151230445485911,0.00189965251113927,4.47128458115528
"141","ERMQ DDT","sediment quality","AllHabitats","HUC 10","1","Pop","Low","Pop (Low)",0.00163480518664487,0.00133906972410401,0.00193054064918573,0.00157396319646024,0.00138783709580205,0.00176008929711843,3.86552813442303
"142","ERMQ DDT","sediment quality","OpenWater","HUC 10","2","Temp","Low","Temp (Low)",0.00118968476967934,0.00101497612840118,0.00136439341095749,0.00144356574431514,0.0012543229951926,0.00163280849343769,-17.5870739268791
"143","ERMQ DDT","sediment quality","TidalCreek","HUC 10","2","Temp","Low","Temp (Low)",0.00146917581797257,0.00129115449814132,0.00164719713780383,0.00170597848299919,0.00151230445485911,0.00189965251113927,-13.8807533264023
"144","ERMQ DDT","sediment quality","AllHabitats","HUC 10","2","Temp","Low","Temp (Low)",0.00132856873079176,0.00115805556642967,0.00149908189515384,0.00157396319646024,0.00138783709580205,0.00176008929711843,-15.5908642730884
"145","ERMQ DDT","sediment quality","OpenWater","HUC 10","3","Precip","Low","Precip (Low)",0.00130337089107113,0.00112572784341678,0.00148101393872549,0.00144356574431514,0.0012543229951926,0.00163280849343769,-9.71170546240148
"146","ERMQ DDT","sediment quality","TidalCreek","HUC 10","3","Precip","Low","Precip (Low)",0.00158286193936437,0.00140034452422365,0.00176537935450509,0.00170597848299919,0.00151230445485911,0.00189965251113927,-7.21677001566726
"147","ERMQ DDT","sediment quality","AllHabitats","HUC 10","3","Precip","Low","Precip (Low)",0.00144225485218355,0.00126789772075854,0.00161661198360857,0.00157396319646024,0.00138783709580205,0.00176008929711843,-8.36794307343955
"148","ERMQ DDT","sediment quality","OpenWater","HUC 10","4","Temp + Precip","Low","Temp + Precip (Low)",0.00130337089107113,0.00112572784341678,0.00148101393872549,0.00144356574431514,0.0012543229951926,0.00163280849343769,-9.71170546240148
"149","ERMQ DDT","sediment quality","TidalCreek","HUC 10","4","Temp + Precip","Low","Temp + Precip (Low)",0.00158286193936437,0.00140034452422365,0.00176537935450509,0.00170597848299919,0.00151230445485911,0.00189965251113927,-7.21677001566726
"150","ERMQ DDT","sediment quality","AllHabitats","HUC 10","4","Temp + Precip","Low","Temp + Precip (Low)",0.00144225485218355,0.00126789772075854,0.00161661198360857,0.00157396319646024,0.00138783709580205,0.00176008929711843,-8.36794307343955
"151","ERMQ DDT","sediment quality","OpenWater","HUC 10","5","Pop + Temp","Low","Pop + Temp (Low)",0.00148915975273148,0.00120247254752625,0.00177584695793671,0.00144356574431514,0.0012543229951926,0.00163280849343769,3.1584296451957
"152","ERMQ DDT","sediment quality","TidalCreek","HUC 10","5","Pop + Temp","Low","Pop + Temp (Low)",0.00178225763586736,0.00147060448298055,0.00209391078875417,0.00170597848299919,0.00151230445485911,0.00189965251113927,4.47128458115528
"153","ERMQ DDT","sediment quality","AllHabitats","HUC 10","5","Pop + Temp","Low","Pop + Temp (Low)",0.00163480518664487,0.00133906972410401,0.00193054064918573,0.00157396319646024,0.00138783709580205,0.00176008929711843,3.86552813442303
"154","ERMQ DDT","sediment quality","OpenWater","HUC 10","6","Pop + Precip","Low","Pop + Precip (Low)",0.00160284587412328,0.00131367066376255,0.00189202108448401,0.00144356574431514,0.0012543229951926,0.00163280849343769,11.0337981096733
"155","ERMQ DDT","sediment quality","TidalCreek","HUC 10","6","Pop + Precip","Low","Pop + Precip (Low)",0.00189594375725916,0.00158103800974025,0.00221084950477807,0.00170597848299919,0.00151230445485911,0.00189965251113927,11.1352678918903
"156","ERMQ DDT","sediment quality","AllHabitats","HUC 10","6","Pop + Precip","Low","Pop + Precip (Low)",0.00174849130803667,0.00144983943107309,0.00204714318500025,0.00157396319646024,0.00138783709580205,0.00176008929711843,11.0884493340719
"157","ERMQ DDT","sediment quality","OpenWater","HUC 10","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",0.00160284587412328,0.00131367066376255,0.00189202108448401,0.00144356574431514,0.0012543229951926,0.00163280849343769,11.0337981096733
"158","ERMQ DDT","sediment quality","TidalCreek","HUC 10","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",0.00189594375725916,0.00158103800974025,0.00221084950477807,0.00170597848299919,0.00151230445485911,0.00189965251113927,11.1352678918903
"159","ERMQ DDT","sediment quality","AllHabitats","HUC 10","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",0.00174849130803667,0.00144983943107309,0.00204714318500025,0.00157396319646024,0.00138783709580205,0.00176008929711843,11.0884493340719
"160","ERMQ DDT","sediment quality","OpenWater","HUC 10","8","Pop","High","Pop (High)",0.00160434243852077,0.00124305371396516,0.00196563116307638,0.00144356574431514,0.0012543229951926,0.00163280849343769,11.1374694806091
"161","ERMQ DDT","sediment quality","TidalCreek","HUC 10","8","Pop","High","Pop (High)",0.00190267371967305,0.00151099857966714,0.00229434885967895,0.00170597848299919,0.00151230445485911,0.00189965251113927,11.5297606994466
"162","ERMQ DDT","sediment quality","AllHabitats","HUC 10","8","Pop","High","Pop (High)",0.00175258843889607,0.00137884598993499,0.00212633088785715,0.00157396319646024,0.00138783709580205,0.00176008929711843,11.3487559834659
"163","ERMQ DDT","sediment quality","OpenWater","HUC 10","9","Temp","High","Temp (High)",0.00118968476967934,0.00101497612840118,0.00136439341095749,0.00144356574431514,0.0012543229951926,0.00163280849343769,-17.5870739268791
"164","ERMQ DDT","sediment quality","TidalCreek","HUC 10","9","Temp","High","Temp (High)",0.00146917581797257,0.00129115449814132,0.00164719713780383,0.00170597848299919,0.00151230445485911,0.00189965251113927,-13.8807533264023
"165","ERMQ DDT","sediment quality","AllHabitats","HUC 10","9","Temp","High","Temp (High)",0.00132856873079176,0.00115805556642967,0.00149908189515384,0.00157396319646024,0.00138783709580205,0.00176008929711843,-15.5908642730884
"166","ERMQ DDT","sediment quality","OpenWater","HUC 10","10","Precip","High","Precip (High)",0.00141036959355753,0.00122460723410905,0.00159613195300601,0.00144356574431514,0.0012543229951926,0.00163280849343769,-2.29959396642252
"167","ERMQ DDT","sediment quality","TidalCreek","HUC 10","10","Precip","High","Precip (High)",0.00168986064185077,0.00149798633826523,0.0018817349454363,0.00170597848299919,0.00151230445485911,0.00189965251113927,-0.944785723210761
"168","ERMQ DDT","sediment quality","AllHabitats","HUC 10","10","Precip","High","Precip (High)",0.00154925355466995,0.00136588077127679,0.00173262633806312,0.00157396319646024,0.00138783709580205,0.00176008929711843,-1.56989959141711
"169","ERMQ DDT","sediment quality","OpenWater","HUC 10","11","Temp + Precip","High","Temp + Precip (High)",0.00141036959355753,0.00122460723410905,0.00159613195300601,0.00144356574431514,0.0012543229951926,0.00163280849343769,-2.29959396642252
"170","ERMQ DDT","sediment quality","TidalCreek","HUC 10","11","Temp + Precip","High","Temp + Precip (High)",0.00168986064185077,0.00149798633826523,0.0018817349454363,0.00170597848299919,0.00151230445485911,0.00189965251113927,-0.944785723210761
"171","ERMQ DDT","sediment quality","AllHabitats","HUC 10","11","Temp + Precip","High","Temp + Precip (High)",0.00154925355466995,0.00136588077127679,0.00173262633806312,0.00157396319646024,0.00138783709580205,0.00176008929711843,-1.56989959141711
"172","ERMQ DDT","sediment quality","OpenWater","HUC 10","12","Pop + Temp","High","Pop + Temp (High)",0.00160434243852077,0.00124305371396516,0.00196563116307638,0.00144356574431514,0.0012543229951926,0.00163280849343769,11.1374694806091
"173","ERMQ DDT","sediment quality","TidalCreek","HUC 10","12","Pop + Temp","High","Pop + Temp (High)",0.00190267371967305,0.00151099857966714,0.00229434885967895,0.00170597848299919,0.00151230445485911,0.00189965251113927,11.5297606994466
"174","ERMQ DDT","sediment quality","AllHabitats","HUC 10","12","Pop + Temp","High","Pop + Temp (High)",0.00175258843889607,0.00137884598993499,0.00212633088785715,0.00157396319646024,0.00138783709580205,0.00176008929711843,11.3487559834659
"175","ERMQ DDT","sediment quality","OpenWater","HUC 10","13","Pop + Precip","High","Pop + Precip (High)",0.00182502726239896,0.00145680723277082,0.0021932472920271,0.00144356574431514,0.0012543229951926,0.00163280849343769,26.4249494410657
"176","ERMQ DDT","sediment quality","TidalCreek","HUC 10","13","Pop + Precip","High","Pop + Precip (High)",0.00212335854355124,0.00172379105385516,0.00252292603324732,0.00170597848299919,0.00151230445485911,0.00189965251113927,24.4657283026382
"177","ERMQ DDT","sediment quality","AllHabitats","HUC 10","13","Pop + Precip","High","Pop + Precip (High)",0.00197327326277426,0.00159205106947709,0.00235449545607144,0.00157396319646024,0.00138783709580205,0.00176008929711843,25.3697206651371
"178","ERMQ DDT","sediment quality","OpenWater","HUC 10","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",0.00182502726239896,0.00145680723277082,0.0021932472920271,0.00144356574431514,0.0012543229951926,0.00163280849343769,26.4249494410657
"179","ERMQ DDT","sediment quality","TidalCreek","HUC 10","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",0.00212335854355124,0.00172379105385516,0.00252292603324732,0.00170597848299919,0.00151230445485911,0.00189965251113927,24.4657283026382
"180","ERMQ DDT","sediment quality","AllHabitats","HUC 10","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",0.00197327326277426,0.00159205106947709,0.00235449545607144,0.00157396319646024,0.00138783709580205,0.00176008929711843,25.3697206651371
"181","ERMQ All","sediment quality","OpenWater","HUC 10","0","Baseline","NA","Baseline (NA)",0.0109261002691501,0.0105550418972048,0.0112971586410954,0.0109261002691501,0.0105550418972048,0.0112971586410954,0
"182","ERMQ All","sediment quality","TidalCreek","HUC 10","0","Baseline","NA","Baseline (NA)",0.0143075811524952,0.013931639640796,0.0146835226641944,0.0143075811524952,0.013931639640796,0.0146835226641944,0
"183","ERMQ All","sediment quality","AllHabitats","HUC 10","0","Baseline","NA","Baseline (NA)",0.0126065131506822,0.0122409887223955,0.0129720375789689,0.0126065131506822,0.0122409887223955,0.0129720375789689,0
"184","ERMQ All","sediment quality","OpenWater","HUC 10","1","Pop","Low","Pop (Low)",0.012570073107666,0.0120428546685736,0.0130972915467585,0.0109261002691501,0.0105550418972048,0.0112971586410954,15.0462909731633
"185","ERMQ All","sediment quality","TidalCreek","HUC 10","1","Pop","Low","Pop (Low)",0.0158493535448596,0.0153388328714087,0.0163598742183105,0.0143075811524952,0.013931639640796,0.0146835226641944,10.7759122658934
"186","ERMQ All","sediment quality","AllHabitats","HUC 10","1","Pop","Low","Pop (Low)",0.0141998259231262,0.0136867462376551,0.0147129056085974,0.0126065131506822,0.0122409887223955,0.0129720375789689,12.638806253558
"187","ERMQ All","sediment quality","OpenWater","HUC 10","2","Temp","Low","Temp (Low)",0.00995750380125464,0.00944314153268627,0.010471866069823,0.0109261002691501,0.0105550418972048,0.0112971586410954,-8.86497875761146
"188","ERMQ All","sediment quality","TidalCreek","HUC 10","2","Temp","Low","Temp (Low)",0.0133331831749578,0.0128058119328504,0.0138605544170653,0.0143075811524952,0.013931639640796,0.0146835226641944,-6.8103613542491
"189","ERMQ All","sediment quality","AllHabitats","HUC 10","2","Temp","Low","Temp (Low)",0.0116350338117809,0.0111199431956624,0.0121501244278994,0.0126065131506822,0.0122409887223955,0.0129720375789689,-7.70617003519868
"190","ERMQ All","sediment quality","OpenWater","HUC 10","3","Precip","Low","Precip (Low)",0.0106924513993957,0.0103473886554898,0.0110375141433015,0.0109261002691501,0.0105550418972048,0.0112971586410954,-2.1384470579514
"191","ERMQ All","sediment quality","TidalCreek","HUC 10","3","Precip","Low","Precip (Low)",0.0140681307730989,0.0137175681816426,0.0144186933645551,0.0143075811524952,0.013931639640796,0.0146835226641944,-1.67359092249199
"192","ERMQ All","sediment quality","AllHabitats","HUC 10","3","Precip","Low","Precip (Low)",0.012369981409922,0.0120308859165484,0.0127090769032955,0.0126065131506822,0.0122409887223955,0.0129720375789689,-1.87626616442649
"193","ERMQ All","sediment quality","OpenWater","HUC 10","4","Temp + Precip","Low","Temp + Precip (Low)",0.0100945205438805,0.00957970008594236,0.0106093410018185,0.0109261002691501,0.0105550418972048,0.0112971586410954,-7.61094722531188
"194","ERMQ All","sediment quality","TidalCreek","HUC 10","4","Temp + Precip","Low","Temp + Precip (Low)",0.0134701999175836,0.0129408045585411,0.0139995952766262,0.0143075811524952,0.013931639640796,0.0146835226641944,-5.85271001426759
"195","ERMQ All","sediment quality","AllHabitats","HUC 10","4","Temp + Precip","Low","Temp + Precip (Low)",0.0117720505544067,0.0112556993595493,0.0122884017492642,0.0126065131506822,0.0122409887223955,0.0129720375789689,-6.61929739255683
"196","ERMQ All","sediment quality","OpenWater","HUC 10","5","Pop + Temp","Low","Pop + Temp (Low)",0.0119721422521508,0.0113290619254833,0.0126152225788183,0.0109261002691501,0.0105550418972048,0.0112971586410954,9.57379080580282
"197","ERMQ All","sediment quality","TidalCreek","HUC 10","5","Pop + Temp","Low","Pop + Temp (Low)",0.0152514226893444,0.0146124739370708,0.0158903714416179,0.0143075811524952,0.013931639640796,0.0146835226641944,6.59679317411779
"198","ERMQ All","sediment quality","AllHabitats","HUC 10","5","Pop + Temp","Low","Pop + Temp (Low)",0.013601895067611,0.0129656397735366,0.0142381503616854,0.0126065131506822,0.0122409887223955,0.0129720375789689,7.89577502542766
"199","ERMQ All","sediment quality","OpenWater","HUC 10","6","Pop + Precip","Low","Pop + Precip (Low)",0.0127070898502918,0.012175380717409,0.0132387989831747,0.0109261002691501,0.0105550418972048,0.0112971586410954,16.3003225054629
"200","ERMQ All","sediment quality","TidalCreek","HUC 10","6","Pop + Precip","Low","Pop + Precip (Low)",0.0159863702874854,0.0154696593804017,0.0165030811945691,0.0143075811524952,0.013931639640796,0.0146835226641944,11.7335636058749
"201","ERMQ All","sediment quality","AllHabitats","HUC 10","6","Pop + Precip","Low","Pop + Precip (Low)",0.014336842665752,0.0138183804886402,0.0148553048428638,0.0126065131506822,0.0122409887223955,0.0129720375789689,13.7256788961998
"202","ERMQ All","sediment quality","OpenWater","HUC 10","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",0.0121091589947766,0.0114646740298706,0.0127536439596827,0.0109261002691501,0.0105550418972048,0.0112971586410954,10.8278223381024
"203","ERMQ All","sediment quality","TidalCreek","HUC 10","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",0.0153884394319702,0.0147468261874983,0.016030052676442,0.0143075811524952,0.013931639640796,0.0146835226641944,7.5544445140993
"204","ERMQ All","sediment quality","AllHabitats","HUC 10","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",0.0137389118102368,0.0131006122656174,0.0143772113548562,0.0126065131506822,0.0122409887223955,0.0129720375789689,8.98264766806951
"205","ERMQ All","sediment quality","OpenWater","HUC 10","8","Pop","High","Pop (High)",0.0133449340503184,0.0126960923949386,0.0139937757056982,0.0109261002691501,0.0105550418972048,0.0112971586410954,22.1381254206303
"206","ERMQ All","sediment quality","TidalCreek","HUC 10","8","Pop","High","Pop (High)",0.0165871379734698,0.0159637254415243,0.0172105505054152,0.0143075811524952,0.013931639640796,0.0146835226641944,15.9325101614191
"207","ERMQ All","sediment quality","AllHabitats","HUC 10","8","Pop","High","Pop (High)",0.0149563110215224,0.0143248517637654,0.0155877702792794,0.0126065131506822,0.0122409887223955,0.0129720375789689,18.6395543537989
"208","ERMQ All","sediment quality","OpenWater","HUC 10","9","Temp","High","Temp (High)",0.00980015357611906,0.00920402299130923,0.0103962841609289,0.0109261002691501,0.0105550418972048,0.0112971586410954,-10.3051103806011
"209","ERMQ All","sediment quality","TidalCreek","HUC 10","9","Temp","High","Temp (High)",0.0131758329498222,0.012565978992178,0.0137856869074665,0.0143075811524952,0.013931639640796,0.0146835226641944,-7.91012953629531
"210","ERMQ All","sediment quality","AllHabitats","HUC 10","9","Temp","High","Temp (High)",0.0114776835866454,0.0108796775587037,0.012075689614587,0.0126065131506822,0.0122409887223955,0.0129720375789689,-8.95433614786457
"211","ERMQ All","sediment quality","OpenWater","HUC 10","10","Precip","High","Precip (High)",0.0108214083336317,0.0104612619016951,0.0111815547655683,0.0109261002691501,0.0105550418972048,0.0112971586410954,-0.958182086375311
"212","ERMQ All","sediment quality","TidalCreek","HUC 10","10","Precip","High","Precip (High)",0.0141970877073349,0.0138295272925416,0.0145646481221282,0.0143075811524952,0.013931639640796,0.0146835226641944,-0.77227201427409
"213","ERMQ All","sediment quality","AllHabitats","HUC 10","10","Precip","High","Precip (High)",0.012498938344158,0.0121434066049734,0.0128544700833426,0.0126065131506822,0.0122409887223955,0.0129720375789689,-0.853327206645927
"214","ERMQ All","sediment quality","OpenWater","HUC 10","11","Temp + Precip","High","Temp + Precip (High)",0.0100661272529809,0.00946429532985848,0.0106679591761034,0.0109261002691501,0.0105550418972048,0.0112971586410954,-7.87081387672539
"215","ERMQ All","sediment quality","TidalCreek","HUC 10","11","Temp + Precip","High","Temp + Precip (High)",0.0134418066266841,0.0128237543064258,0.0140598589469425,0.0143075811524952,0.013931639640796,0.0146835226641944,-6.0511592880959
"216","ERMQ All","sediment quality","AllHabitats","HUC 10","11","Temp + Precip","High","Temp + Precip (High)",0.0117436572635072,0.0111386368004093,0.0123486777266051,0.0126065131506822,0.0122409887223955,0.0129720375789689,-6.84452454744214
"217","ERMQ All","sediment quality","OpenWater","HUC 10","12","Pop + Temp","High","Pop + Temp (High)",0.0125896529696676,0.0117912727457271,0.0133880331936081,0.0109261002691501,0.0105550418972048,0.0112971586410954,15.2254936302803
"218","ERMQ All","sediment quality","TidalCreek","HUC 10","12","Pop + Temp","High","Pop + Temp (High)",0.015831856892819,0.0150440969938475,0.0166196167917905,0.0143075811524952,0.013931639640796,0.0146835226641944,10.6536228875973
"219","ERMQ All","sediment quality","AllHabitats","HUC 10","12","Pop + Temp","High","Pop + Temp (High)",0.0142010299408716,0.0134118153176242,0.014990244564119,0.0126065131506822,0.0122409887223955,0.0129720375789689,12.6483570130027
"220","ERMQ All","sediment quality","OpenWater","HUC 10","13","Pop + Precip","High","Pop + Precip (High)",0.0136109077271803,0.0129486052744686,0.014273210179892,0.0109261002691501,0.0105550418972048,0.0112971586410954,24.572421924506
"221","ERMQ All","sediment quality","TidalCreek","HUC 10","13","Pop + Precip","High","Pop + Precip (High)",0.0168531116503316,0.0162133014349594,0.0174929218657039,0.0143075811524952,0.013931639640796,0.0146835226641944,17.7914804096185
"222","ERMQ All","sediment quality","AllHabitats","HUC 10","13","Pop + Precip","High","Pop + Precip (High)",0.0152222846983843,0.0145758226504506,0.0158687467463179,0.0126065131506822,0.0122409887223955,0.0129720375789689,20.7493659542213
"223","ERMQ All","sediment quality","OpenWater","HUC 10","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",0.0128556266465295,0.0120507449503676,0.0136605083426914,0.0109261002691501,0.0105550418972048,0.0112971586410954,17.6597901341559
"224","ERMQ All","sediment quality","TidalCreek","HUC 10","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",0.0160978305696808,0.0153015554269941,0.0168941057123676,0.0143075811524952,0.013931639640796,0.0146835226641944,12.5125931357967
"225","ERMQ All","sediment quality","AllHabitats","HUC 10","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",0.0144670036177335,0.0136702560890368,0.0152637511464301,0.0126065131506822,0.0122409887223955,0.0129720375789689,14.7581686134251
"226","Fecal","water quality","OpenWater","Buffer 2km","0","Baseline","NA","Baseline (NA)",3.53571062245532,3.0455498211675,4.0852595469253,3.53571062245532,3.0455498211675,4.0852595469253,0
"227","Fecal","water quality","TidalCreek","Buffer 2km","0","Baseline","NA","Baseline (NA)",9.12349568407273,8.01891475904275,10.3633588523146,9.12349568407273,8.01891475904275,10.3633588523146,0
"228","Fecal","water quality","AllHabitats","Buffer 2km","0","Baseline","NA","Baseline (NA)",5.75947644008865,5.15853507542886,6.41905683486454,5.75947644008865,5.15853507542886,6.41905683486454,0
"229","Fecal","water quality","OpenWater","Buffer 2km","1","Pop","Low","Pop (Low)",4.92167786866992,4.20794875680819,5.73322077803744,3.53571062245532,3.0455498211675,4.0852595469253,39.1991142434655
"230","Fecal","water quality","TidalCreek","Buffer 2km","1","Pop","Low","Pop (Low)",11.4247970896222,10.0576248131066,12.9610074792285,9.12349568407273,8.01891475904275,10.3633588523146,25.2238997555171
"231","Fecal","water quality","AllHabitats","Buffer 2km","1","Pop","Low","Pop (Low)",7.55805196762063,6.73007287211597,8.47471708121777,5.75947644008865,5.15853507542886,6.41905683486454,31.2281080796347
"232","Fecal","water quality","OpenWater","Buffer 2km","2","Temp","Low","Temp (Low)",3.80085851245427,3.31412776667413,4.3425034452267,3.53571062245532,3.0455498211675,4.0852595469253,7.49914001205303
"233","Fecal","water quality","TidalCreek","Buffer 2km","2","Temp","Low","Temp (Low)",9.7071783956297,8.61916299543878,10.918258298586,9.12349568407273,8.01891475904275,10.3633588523146,6.3975775488767
"234","Fecal","water quality","AllHabitats","Buffer 2km","2","Temp","Low","Temp (Low)",6.15192786184413,5.58145284038341,6.77185119783408,5.75947644008865,5.15853507542886,6.41905683486454,6.81401210401403
"235","Fecal","water quality","OpenWater","Buffer 2km","3","Precip","Low","Precip (Low)",3.83178943636949,3.3419459527756,4.37689538546367,3.53571062245532,3.0455498211675,4.0852595469253,8.37395492814859
"236","Fecal","water quality","TidalCreek","Buffer 2km","3","Precip","Low","Precip (Low)",9.78449868283072,8.68827372643903,11.0047611291765,9.12349568407273,8.01891475904275,10.3633588523146,7.24506287553726
"237","Fecal","water quality","AllHabitats","Buffer 2km","3","Precip","Low","Precip (Low)",6.20077263282026,5.62627959453359,6.82507374912889,5.75947644008865,5.15853507542886,6.41905683486454,7.66208868674219
"238","Fecal","water quality","OpenWater","Buffer 2km","4","Temp + Precip","Low","Temp + Precip (Low)",3.83178943636949,3.3419459527756,4.37689538546367,3.53571062245532,3.0455498211675,4.0852595469253,8.37395492814859
"239","Fecal","water quality","TidalCreek","Buffer 2km","4","Temp + Precip","Low","Temp + Precip (Low)",9.78449868283072,8.68827372643903,11.0047611291765,9.12349568407273,8.01891475904275,10.3633588523146,7.24506287553726
"240","Fecal","water quality","AllHabitats","Buffer 2km","4","Temp + Precip","Low","Temp + Precip (Low)",6.20077263282026,5.62627959453359,6.82507374912889,5.75947644008865,5.15853507542886,6.41905683486454,7.66208868674219
"241","Fecal","water quality","OpenWater","Buffer 2km","5","Pop + Temp","Low","Pop + Temp (Low)",4.92167786866992,4.20794875680819,5.73322077803744,3.53571062245532,3.0455498211675,4.0852595469253,39.1991142434655
"242","Fecal","water quality","TidalCreek","Buffer 2km","5","Pop + Temp","Low","Pop + Temp (Low)",11.4247970896222,10.0576248131066,12.9610074792285,9.12349568407273,8.01891475904275,10.3633588523146,25.2238997555171
"243","Fecal","water quality","AllHabitats","Buffer 2km","5","Pop + Temp","Low","Pop + Temp (Low)",7.55805196762063,6.73007287211597,8.47471708121777,5.75947644008865,5.15853507542886,6.41905683486454,31.2281080796347
"244","Fecal","water quality","OpenWater","Buffer 2km","6","Pop + Precip","Low","Pop + Precip (Low)",4.95982999648854,4.24122329678661,5.77696247149431,3.53571062245532,3.0455498211675,4.0852595469253,40.27816544116
"245","Fecal","water quality","TidalCreek","Buffer 2km","6","Pop + Precip","Low","Pop + Precip (Low)",11.5145209032999,10.1365408619098,13.063005324642,9.12349568407273,8.01891475904275,10.3633588523146,26.2073365519459
