FISHNET_SIZE,StationCode,RT_RO_Other,Date,StationDepth_m,CHANNEL_WIDTH_log,Logger_DO_mean,Logger_Salin_mean,Logger_Temp_mean,Logger_pH_mean,TOC_sediment,SiltClay,Entero_DHEC,Entero_LOG,FecalColiform_DHEC,Fecal_LOG,Met_Total,PAH_Total,PCB_Total,DDT_Total,PBDE_Total,ERMQ_DDT_tot,ERMQ_met,ERMQ_PAH_tot,ERMQ_PCB_tot,ERMQ_ALL,trawl_SP_RICH,trawl_ABUNDANCE,trawl_ABUNDANCE_area,trawl_SIMPSON_INDEX,benth_SP_RICH,benth_ABUNDANCE,benth_ABUNDANCE_area,benth_SIMPSON_INDEX,BIBI,AMBI,MAMBI,benth_SENSC_ABUND,benth_SENSC_relABUND,benth_TCSENS_ABUND,benth_TCSENS_relABUND,PRCP_1,PRCP_2,PRCP_3,PRCP_4,PRCP_5,PRCP_6,PRCP_7,DAYS_SINCE_RAIN,TAVG_1,TAVG_2,TAVG_3,TAVG_4,TAVG_5,TAVG_6,TAVG_7,DAYMET_10dPRCP_cm,DAYMET_14dPRCP_cm,DAYMET_30dPRCP_cm,DAYMET_45dPRCP_cm,DAYMET_60dPRCP_cm,DAYMET_90dPRCP_cm,DAYMET_10dTAVG_degC,DAYMET_14dTAVG_degC,DAYMET_30dTAVG_degC,DAYMET_45dTAVG_degC,DAYMET_60dTAVG_degC,DAYMET_90dTAVG_degC,DJF_TAVG_diff,DJF_PRCP_diff,MAM_TAVG_diff,MAM_PRCP_diff,JJA_TAVG_diff,JJA_PRCP_diff,ANN_TAVG_diff,ANN_PRCP_diff,preSON_TAVG_diff,preSON_PRCP_diff,preANN_TAVG_diff,preANN_PRCP_diff,PDSI,PHDI,ZNDX,PMDI,SP01,SP02,SP03,SP06,SP09,SP12,SP24,AMO,AO,NAO,ONI,IMPERV_PRCT,WATER_prct,DEVOPEN_prct,DEVLOW_prct,DEVMED_prct,DEVHIGH_prct,BARREN_prct,DECFOREST_prct,EVEFOREST_prct,MIXFOREST_prct,SCRUBSHR_prct,HERBACEOUS_prct,PASTURE_prct,CROPS_prct,WOODYWET_prct,EMERGWET_prct,DEVALLCAT_prct,DEVHIGHCAT_prct,DEVLOWCAT_prct,AGRCAT_prct,FORCAT_prct,MARCAT_prct,WATCAT_prct,GROUP_A_prct,GROUP_B_prct,GROUP_C_prct,GROUP_D_prct,GROUP_AD_prct,GROUP_BD_prct,GROUP_CD_prct,POORLY_DRAINED_prct,WELL_DRAINED_prct,POPULATION_2010,census2010_personsPERha
25,RT14076,TidalCreek,8/13/2014,1.8,4.06,4.79,31.6,30.01,7.63,1.64,8.24,10,1.041392685,7.8,0.944482672,57.1,8.74,0,0.15,0,0.003255358,0.03,0.000506131,0,0.01,13,23,0.016666667,0.87,21,472,5363.636364,0.69,3.5,,,214,45.34,7,1.48,0,0.01,0.03,0.71,0.81,0.81,0.81,1,85,84.5,83.5,83.5,83.5,83.5,84,4.7,20.4,33,52,54,72.5,28.78,28.23,28.63,28.6,28.61,27.61,0.83,-7.04,0.65,7.01,1.05,-3.15,0.55,5.05,0.29,-6.04,0.43,18.03,-1.54,-1.54,-1.92,-1.54,-0.61,-0.63,-1.16,-0.55,-0.5,-0.97,0.28,0.33,-0.37,-1.68,0.03,4.85,60.25,26.77705977,8.158319871,1.171243942,0.02907916,17.81098546,0,40.95315024,0,0.323101777,0.444264943,0.56542811,0,3.554119548,14.99,36.13570275,1.200323102,34.93537964,18.37641357,45.84006462,14.99,60.25,89.22,0.44,0,0,0.16,0,10.15,10.31,89.66,988.6,0.39
25,RT14067,TidalCreek,7/30/2014,4.3,5.15,3.53,33.42,29.8,7.6,1.55,30.16,20.66,1.335658452,0,0,82.49,11.38,0.1,0.05,0,0.001250152,0.04,0.000775026,0.000555606,0.01,6,18,0.013043478,0.5,45,445,5056.818182,0.88,4.5,,,170,38.2,58,13.03,0,0,0,0,1.33,1.33,1.33,4,80,80.5,82,83,83,83.5,83.5,13.8,16.6,26.2,27.8,32.7,39,29.35,29.04,28.73,28.73,28.35,27.21,0.83,-7.04,0.65,7.01,1.05,-3.15,0.55,5.05,0.29,-6.04,0.43,18.03,-1,-1,-0.81,-1,-0.03,-0.82,-0.82,-0.19,-0.08,-0.67,0.69,0.22,-0.48,0.18,0.06,0.73,45.1,15.95069107,0.522973478,0.026788517,0.013394258,0.013394258,0.635039223,23.83264849,6.425102727,7.134852447,9.488233097,1.158012701,0.074710497,34.44153904,28.13,16.51384733,0.040182775,16.47366455,1.246117456,83.11542772,28.13,45.1,35.21,12.85,0,5.81,45.5,0.61,0,51.92,48.06,609.9,0.24
25,RO15367,OpenWater,8/4/2015,6.1,7.64,4.41,29.4,30.04,7.4,0.32,6.62,0,0,2,0.477121255,47.26,9.7,0.06,0.06,0,0.001339653,0.03,0.000502989,0.000335289,0.01,5,14,0.005072464,0.43,55,426,4840.909091,0.92,4.5,1.46,0.71,77,18.08,1,0.23,0.02,0.72,1.58,1.59,1.59,1.59,1.59,1,84.5,83,82.5,82.5,82.5,83.5,83.5,5.6,9.8,12.7,23.5,30.1,37.1,28.28,28.46,28.74,28.54,28.52,27.15,-0.58,3.91,1.07,-5.96,0.83,18.53,1.12,60.59,0.25,5.09,0.55,5.05,0.23,-1.48,0.7,-1.08,0.94,0.14,-0.12,-0.32,0.13,0.63,-0.12,0.17,-0.68,-0.76,1.83,1.18,41.13,14.01050788,1.663747811,0.087565674,0,0.525394046,0.875656743,24.25569177,6.042031524,1.313485114,1.663747811,5.253940455,0.031777356,43.8704028,47.45,15.76182137,0.087565674,15.67425569,5.811111856,83.27495622,47.45,41.13,15.99,1.39,1.61,16.56,0,41.74,22.68,82.59,17.38,259.9,0.1
25,RO15374,OpenWater,8/5/2015,3,6.05,4.87,34.55,29.8,7.57,1.77,37.93,5,0.77815125,0,0,81.63,75.52,0.12,0.16,0,0.003567722,0.04,0.003443414,0.000709356,0.01,9,37,0.013405797,0.61,8,93,1056.818182,0.72,2,4.27,0.23,0,0,27,29.03,0,0.57,0.68,0.77,2.08,2.1,2.1,1,84,84,83,82.5,82,82.5,83,9.4,13,15.3,25.4,29.1,37.7,28.45,28.43,28.95,28.63,28.71,27.42,-0.58,3.91,1.07,-5.96,0.83,18.53,1.12,60.59,0.25,5.09,0.55,5.05,0.23,-1.48,0.7,-1.08,0.94,0.14,-0.12,-0.32,0.13,0.63,-0.12,0.17,-0.68,-0.76,1.83,0.14,29.16,1.889168766,0.125944584,0,0,3.274559194,0.125944584,46.85138539,3.274559194,1.133501259,9.571788413,0.091536146,0,32.99748111,62.9,2.01511335,0,2.01511335,3.36609534,94.0461961,62.9,29.16,61.49,0,0,27.31,0,9.57,1.61,38.49,61.49,1.6,0.00064
25,RO15378,OpenWater,8/5/2015,4.9,7.41,4.19,31.7,29.98,7.43,0.97,7.4,0,0,0,0,41.83,5.27,0.16,0.04,0,0.001015098,0.02,0.000403338,0.000898111,0.01,4,4,0.001449275,0.75,66,1418,16113.63636,0.91,5,2.11,0.7,455,32.09,8,0.56,0,0.02,0.72,1.58,1.59,1.59,1.59,1,84.5,85,83.5,83,82.5,83,83.5,6,9.1,12.2,23.8,30.4,37.2,28.4,28.32,28.79,28.47,28.53,27.22,-0.58,3.91,1.07,-5.96,0.83,18.53,1.12,60.59,0.25,5.09,0.55,5.05,0.23,-1.48,0.7,-1.08,0.94,0.14,-0.12,-0.32,0.13,0.63,-0.12,0.17,-0.68,-0.76,1.83,0,48.7,0,0,0,0,0,0,23.07692308,0,1.282051282,30.76923077,0,0,42.30769231,50.52,0,0,0,0,97.43589744,50.52,48.7,0,0,0,62.58,0,37.41,0,99.99,0,12.3,0.00492
25,RT15095,TidalCreek,7/21/2015,3.5,4,5.04,0.3,30.91,6.89,3.28,52.68,35.5,1.562292864,17,1.255272505,64.19,82.5,0.26,0,0,0,0.03,0.02,0.001465367,0.01,2,2,0.001449275,0.5,9,88,1000,0.75,3,2.76,0.35,10,11.36,0,0,0,1.67,1.67,1.92,1.92,1.92,1.94,1,87.5,86,85.5,85,84.5,84,84.5,5.4,5.4,13.6,20.3,26,37.9,28.93,28.98,28.33,28.41,27.3,25.27,-0.58,3.91,1.07,-5.96,0.83,18.53,1.12,60.59,0.25,5.09,0.55,5.05,-1.91,-1.91,-2.45,-1.91,-1.03,-0.97,-1.5,-0.52,0.24,0.13,-0.36,0.13,-1.1,-3.18,1.54,6.44,16.85,4.364820847,4.820846906,3.952225841,1.997828447,0.260586319,0.846905537,37.41585233,0.173724213,0.456026059,2.041259501,0.152008686,0,43.38762215,37.1,15.13572204,5.950054289,9.185667752,0.412595005,84.47339848,37.1,16.85,0,0.4,4.28,20.71,0,0.58,74.01,99.58,0.4,21.6,0.00864
25,RT15104,TidalCreek,8/12/2015,2.4,4.65,3.89,33.7,29.7,7.68,1.42,30.05,0,0,14,1.176091259,86.64,55.34,1.07,0.13,0.54,0.002975423,0.04,0.002587056,0.005984789,0.01,7,19,0.013768116,0.69,21,182,2068.181818,0.86,4,,,23,12.64,20,10.99,0,0,0,0,0.21,2.02,2.02,4,84.5,83.5,82.5,82,81.5,81.5,82.5,7.7,9.3,13.9,20.3,22.2,28.6,27.78,27.89,28.47,28.28,28.6,27.43,-0.58,3.91,1.07,-5.96,0.83,18.53,1.12,60.59,0.25,5.09,0.55,5.05,0.23,-1.48,0.7,-1.08,0.94,0.14,-0.12,-0.32,0.13,0.63,-0.12,0.17,-0.68,-0.76,1.83,4.67,33.86,5.96797671,8.151382824,2.328966521,0,5.240174672,0.052401747,46.1426492,0,2.328966521,0.58224163,4.512372635,0,23.87190684,59.27,16.44832606,2.328966521,14.11935953,9.752547307,77.49053857,59.27,33.86,59.24,10.94,0,0,3.47,0,26.32,29.79,70.18,365.6,0.14
25,RT15110,TidalCreek,8/4/2015,4,4.21,3.85,30.99,29.99,7.35,3.2,22.02,6.66,0.88422877,0,0,52.65,12.65,0.16,0.09,0,0.002103818,0.03,0.00094296,0.00094065,0.01,9,71,0.051449275,0.65,17,79,897.7272727,0.83,3,2.21,0.45,0,0,15,18.99,0.02,0.72,1.58,1.59,1.59,1.59,1.59,1,84.5,83,82.5,82.5,82.5,83.5,83.5,6.3,10.7,12.8,22.9,27.9,35.3,28.3,28.5,28.82,28.64,28.62,27.27,-0.58,3.91,1.07,-5.96,0.83,18.53,1.12,60.59,0.25,5.09,0.55,5.05,0.23,-1.48,0.7,-1.08,0.94,0.14,-0.12,-0.32,0.13,0.63,-0.12,0.17,-0.68,-0.76,1.83,0.002386635,46.9,0,0,0,0,3.355704698,0,72.70693512,5.14541387,0.161073826,0,0,0,18.34451902,48.63,0,0,0,3.355704698,96.35794183,48.63,46.9,17.16,0,0,23.72,0,59.1,0,82.82,17.16,3,0.0012
25,RT16139,TidalCreek,8/9/2016,6.1,4.21,4.75,15.68,30.02,7.13,3.24,56.43,10.33,1.05422991,11,1.079181246,94.41,45.7,0.2,0.37,0,0.008110434,0.05,0.00285255,0.001150078,0.01,2,3,0.002173913,0.44,10,51,579.5454545,0.76,2,2.59,0.36,0,0,7,13.73,0.06,0.06,0.09,0.09,0.1,0.7,1.91,2,85,85.5,85,85,85,84.5,84.5,2.3,2.3,6.2,12.2,14.2,46.6,29,29.55,29.43,29.22,28.89,27.32,2.39,4.19,1.58,7.19,1.84,-20.52,1.4,21.93,1.17,44.75,1.12,60.59,-1.82,-1.82,-2.58,-1.82,-0.82,-1.9,-1.62,-0.73,-0.13,1.61,1.43,0.45,0.47,-1.65,-0.57,0,33.3,0,0,0,0,0.157068063,3.246073298,43.08900524,4.816753927,5.130890052,1.256544503,2.460732984,0,39.52879581,47.6,0,0,0,2.617801047,99.52879581,47.6,33.3,0.14,0,1.47,48.21,0.5,8.35,41.31,99.84,0.14,11.4,0.00456
25,RT16121,TidalCreek,8/3/2016,4,4.23,3.76,32.9,30.36,7.36,2.18,36.09,30.66,1.500510911,6.09,0.850646235,72.03,15.92,0.12,0.21,0,0.004714078,0.04,0.001183863,0.000691372,0.01,18,89,0.064492754,0.76,27,142,1613.636364,0.78,3,2.97,0.44,8,5.63,57,40.14,0.83,0.83,0.83,0.83,0.83,0.83,0.83,14,84,84.5,84.5,85.5,86.5,87.5,87.5,3.8,5.3,9.9,15.9,26.8,45.7,30.98,30.63,30.43,29.87,29.45,28.01,2.39,4.19,1.58,7.19,1.84,-20.52,1.4,21.93,1.17,44.75,1.12,60.59,-1.82,-1.82,-2.58,-1.82,-0.82,-1.9,-1.62,-0.73,-0.13,1.61,1.43,0.45,0.47,-1.65,-0.57,0.14,29.15,1.87032419,0.124688279,0,0,3.241895262,1.122194514,47.38154613,3.366583541,2.867830424,6.109725686,0.090623067,0,33.16708229,62.83,1.995012469,0,1.995012469,3.332518329,94.10558566,62.83,29.15,61.49,0,0,27.31,0,9.57,1.61,38.49,61.49,1.6,0.00064
25,RT16131,TidalCreek,8/2/2016,2.4,3.36,5.14,27.23,30.46,7.29,1.45,27.8,72.66,1.867231715,350,2.545307116,59.8,9.42,0.17,0.11,0,0.002407028,0.03,0.000676929,0.000972861,0.01,16,658,0.476811594,0.1,11,101,1147.727273,0.42,2,3.79,0.23,1,0.99,77,76.24,0,0,0,0,0,0,0,11,85,85,86.5,87.5,88,88,88,0,1.7,4.5,10.1,19.8,42.3,30.95,30.48,30.33,29.67,29.37,27.79,2.39,4.19,1.58,7.19,1.84,-20.52,1.4,21.93,1.17,44.75,1.12,60.59,-1.82,-1.82,-2.58,-1.82,-0.82,-1.9,-1.62,-0.73,-0.13,1.61,1.43,0.45,0.47,-1.65,-0.57,0.84,12.78,16.00355635,0.955767948,0.022227162,0,0.022227162,0.377861747,50.12224939,8.024005335,4.245387864,6.179150922,1.311402534,0.015943163,12.58057346,42.23,16.98155146,0.022227162,16.95932429,1.349572858,82.84063125,42.23,12.78,41.72,18.6,0,3.77,35.61,0.27,0,39.65,60.32,1195.9,0.47
25,RT16137,TidalCreek,8/16/2016,1.8,3.97,3.12,34.41,30.73,7.66,2.35,23.58,13.66,1.16613397,7.8,0.944482672,52.92,9.51,0.13,0.13,0,0.003028395,0.03,0.000780941,0.000723895,0.01,12,24,0.017391304,0.85,16,41,465.9090909,0.9,3.5,1.84,0.49,3,7.32,0,0,0,0,0,0,0,0.14,0.55,5,82.5,83,83.5,83.5,83,83,83,2.4,11.9,18.7,21.3,29.7,44.5,28.83,28.52,28.82,28.97,28.43,27.34,2.39,4.19,1.58,7.19,1.84,-20.52,1.4,21.93,1.17,44.75,1.12,60.59,-1.82,-1.82,-2.58,-1.82,-0.82,-1.9,-1.62,-0.73,-0.13,1.61,1.43,0.45,0.47,-1.65,-0.57,0.08,18.59,2.36013986,0,0,0,0.174825175,0.262237762,59.79020979,0,0.262237762,0.174825175,0.874125874,0,35.75174825,69.97,2.36013986,0,2.36013986,1.048951049,97.11538462,69.97,18.59,12.72,2.41,0,0,75.72,0,9.13,84.85,15.13,16.7,0.00668
25,RT16135,TidalCreek,8/3/2016,2.7,4.87,4.26,24.67,30.88,7.2,1.39,21.7,20,1.322219295,23,1.380211242,57.19,22.63,0.19,0.35,0,0.007669002,0.03,0.001587762,0.001100256,0.01,14,64,0.046376812,0.75,13,65,738.6363636,0.79,2.5,4.06,0.3,1,1.54,39,60,0.83,0.83,0.83,0.83,0.83,0.83,0.83,14,84,84.5,84.5,85.5,86.5,87.5,87.5,1.9,2.8,10.9,14.1,24,43.5,30.7,30.36,30.18,29.58,29.15,27.57,2.39,4.19,1.58,7.19,1.84,-20.52,1.4,21.93,1.17,44.75,1.12,60.59,-1.82,-1.82,-2.58,-1.82,-0.82,-1.9,-1.62,-0.73,-0.13,1.61,1.43,0.45,0.47,-1.65,-0.57,0.46,12.86,5.633456335,0.541205412,0.049200492,0,1.10701107,3.6900369,47.82287823,1.549815498,3.44403444,4.969249692,7.724477245,1.648216482,21.62361624,46.49,6.223862239,0.049200492,6.174661747,10.4797048,90.82410824,46.49,12.86,33.84,3.91,3.26,13.89,0.06,15.79,29.2,62.2,37.75,62.2,0.02
25,RO16392,OpenWater,7/13/2016,1.5,5.26,5.29,27.93,31.9,7.42,2.36,29.24,6.66,0.88422877,79,1.903089987,40.45,144.95,0.4,0.54,0,0.01,0.02,0.00871192,0.002259406,0.01,15,150,0.054347826,0.75,17,37,420.4545455,0.8,3,2.79,0.4,1,2.7,15,40.54,0,0,0,0.12,0.14,0.14,0.17,3,87.5,88,87,86.5,85,86,86,3.7,5.1,10.8,20,32.7,37.1,30.33,29.91,28.92,28.42,27.21,25.49,2.39,4.19,1.58,7.19,1.84,-20.52,1.4,21.93,1.17,44.75,1.12,60.59,-1.07,1.36,-2.64,-0.09,-1.55,-1.22,0.03,0.07,0.86,2.02,1.5,0.43,0.08,-1.76,-0.34,0.4,25.38,7.001733102,0.363951473,0.017331023,0,0.006214286,0.242634315,51.69844021,0.554592721,0.797227036,1.421143847,10.3812825,1.334488735,26.06585789,16.92,7.383015598,0.017331023,7.365684575,11.72198552,91.16117851,16.92,25.38,16.14,31.73,1.69,0,48.81,0,1.61,52.11,47.87,468.4,0.18
25,RO16394,OpenWater,8/2/2016,5.2,8.79,5.25,29,30.71,7.64,1.72,23.63,3.33,0.636487896,0,0,64.36,12.96,0.06,0.18,0,0.003915553,0.04,0.000958634,0.000349611,0.01,8,16,0.005797101,0.76,25,155,1761.363636,0.89,3.5,,,8,5.16,17,10.97,0,0,0,0,0,0,0,11,84.5,85,86,87,88,88,88,0,1.7,5,11.1,20.9,45.5,30.98,30.54,30.38,29.71,29.4,27.84,2.39,4.19,1.58,7.19,1.84,-20.52,1.4,21.93,1.17,44.75,1.12,60.59,-1.82,-1.82,-2.58,-1.82,-0.82,-1.9,-1.62,-0.73,-0.13,1.61,1.43,0.45,0.47,-1.65,-0.57,5.59,75.07,26.8718802,7.986688852,2.911813644,0.029950083,3.494176373,0.166389351,32.86189684,5.990016639,3.410981697,7.737104825,1.331114809,0,6.572379368,12.91,37.80033278,2.941763727,34.85856905,4.825291181,58.06988353,12.91,75.07,39.84,17.75,0,13.67,28.72,0,0,42.39,57.59,388.3,0.15
25,RT17144,TidalCreek,7/12/2017,4,4.17,6.61,27.66,30.75,7.47,1.96,29.72,53.66,1.737669627,7.8,0.944482672,66.13,36.06,0.15,0.13,0,0.002910456,0.03,0.002709704,0.000838578,0.01,6,22,0.015942029,0.68,11,270,3068.181818,0.48,2.5,3.23,0.29,0,0,22,8.15,0,0,0,0,0.31,0.32,0.32,4,83.5,83.5,83,83,82.5,84,84,4.6,10.3,16,26.3,40.3,48.8,29.1,28.68,28.07,27.29,26.71,25.41,3.66,-2.07,1.45,3.4,-0.04,10.05,1.29,4.74,1.48,26.89,1.4,21.93,0.82,0.82,0.58,0.82,0.45,0.24,0.61,-0.22,0.14,1.18,2.05,0.3,0.63,1.26,0.16,0.09,32.93,2.536231884,0.072463768,0,0,1.014492754,0.217391304,44.05797101,1.739130435,2.028985507,2.391304348,11.30434783,5.652173913,28.55072464,53.27,2.608695652,0,2.608695652,17.97101449,90.28985507,53.27,32.93,56.21,13.96,0,5.91,7.27,0,16.62,29.8,70.17,8.8,0.00352
25,RT17153,TidalCreek,8/15/2017,2.1,4.44,4.91,32.99,30.77,7.68,9.72,41.47,0,0,0,0,81.11,15.02,0.09,0,0,0,0.05,0.001035979,0.000505811,0.01,11,21,0.015217391,0.73,37,1409,16011.36364,0.85,5,,,373,26.47,340,24.13,0.21,0.21,0.33,0.52,0.93,2,3.57,2,84,84,84,83.5,83.5,82.5,81.5,16.5,23,37.2,43.1,51.3,77.7,27.75,27.32,27.11,27.54,27.37,26.47,3.66,-2.07,1.45,3.4,-0.04,10.05,1.29,4.74,1.48,26.89,1.4,21.93,0.96,0.96,0.68,0.96,0.52,0.6,0.42,0.48,0.56,1.51,1.91,0.3,0.15,-1.1,-0.14,0.7,10.81,4.783808648,1.287948482,0.10732904,0.010995532,0.0766636,0.26065624,43.19227231,0,0.444648881,0.27598896,1.502606562,0.005497766,47.96074824,23.97,6.190081702,0.118324572,6.07175713,1.584767929,93.63692119,23.97,10.81,36.33,1.69,0.31,0,60.45,0,1.18,61.94,38.02,405,0.16
25,RT17149,TidalCreek,7/19/2017,1.2,3.91,4.99,37.02,28.53,7.84,0.89,13.25,15,1.204119983,2,0.477121255,48.76,6.56,0.07,0,0,0,0.03,0.00053642,0.000392,0.01,22,61,0.044202899,0.8,31,269,3056.818182,0.89,4,,,86,31.97,27,10.04,0.01,0.51,2.27,2.51,2.51,2.51,2.51,1,79,79.5,79,81,81.5,82,82,8.7,9.4,21.4,41.9,55.4,69.6,27.38,27.86,27.54,26.72,26.33,25.11,3.66,-2.07,1.45,3.4,-0.04,10.05,1.29,4.74,1.48,26.89,1.4,21.93,0.82,0.82,0.58,0.82,0.45,0.24,0.61,-0.22,0.14,1.18,2.05,0.3,0.63,1.26,0.16,0,67.56,0,0,0,0,23.52216749,0,2.709359606,0,0.123152709,1.231527094,0,0,72.04433498,24.32,0,0,0,23.52216749,76.10837438,24.32,67.56,86.65,0,0,0,0,0,13.34,13.34,86.65,1.4,0.00056
25,RO17399,OpenWater,7/11/2017,5.5,7.52,4.09,18.39,30.91,7.33,2.07,7.53,30.5,1.498310554,0,0,75.59,7.18,0.11,0,0.01,0,0.05,0.000541307,0.000643206,0.01,3,3,0.001086957,0.44,42,745,8465.909091,0.9,5,2.46,0.61,155,20.81,23,3.09,0,0.1,0.1,0.1,0.1,0.1,0.1,1,84.5,84,84,84.5,85,85,85.5,5.2,11,16.1,23.6,39.3,44.4,29.1,28.41,27.87,27.13,26.45,25.22,3.66,-2.07,1.45,3.4,-0.04,10.05,1.29,4.74,1.48,26.89,1.4,21.93,0.82,0.82,0.58,0.82,0.45,0.24,0.61,-0.22,0.14,1.18,2.05,0.3,0.63,1.26,0.16,0.57,40.84,11.15384615,0.384615385,0,0,0,0.045969782,33.20512821,1.282051282,0.128205128,2.179487179,17.82051282,0.091939564,33.20512821,51.36,11.53846154,0,11.53846154,17.91245238,87.8664826,51.36,40.84,26.23,0,30.18,15.59,0.25,19.16,8.55,73.73,26.23,184.9,0.07
25,RT17151,TidalCreek,8/7/2017,2.7,2.83,3.87,20.08,29.3,7.31,1.99,19.39,20,1.322219295,7.8,0.944482672,57.2,18.86,0.15,0.17,0,0.003750477,0.03,0.001239757,0.000845272,0.01,,,,,13,134,1522.727273,0.77,2.5,3.55,0.32,0,0,53,39.55,0.24,0.24,0.42,1.5,7.11,7.11,7.11,2,82,82.5,82,81.5,80.5,80.5,80,12,15.1,27.1,41.4,44.1,68.8,26.7,27.09,27.61,27.84,27.6,26.83,3.66,-2.07,1.45,3.4,-0.04,10.05,1.29,4.74,1.48,26.89,1.4,21.93,0.96,0.96,0.68,0.96,0.52,0.6,0.42,0.48,0.56,1.51,1.91,0.3,0.15,-1.1,-0.14,0,29.34,0,0,0,0,0.244498778,2.200488998,36.67481663,0.733496333,6.112469438,1.222493888,0.244498778,0,51.1002445,66.57,0,0,0,0.488997555,98.28850856,66.57,29.34,24.77,0,0,46.72,0,6.58,21.9,75.2,24.77,2.4,0.00096
25,RO17400,OpenWater,7/18/2017,3.7,5.84,3.91,18.27,29.87,7.28,0.88,5.92,10,1.041392685,23,1.380211242,51.63,17.4,0.42,0.52,0,0.01,0.02,0.000774201,0.002384156,0.01,1,1,0.000362319,0,35,706,8022.727273,0.71,4,,,21,2.97,1,0.14,0.54,1.21,1.24,1.24,1.24,1.24,1.24,1,79.5,79.5,81,82,82.5,82.5,82.5,5.1,5.1,15.9,34.4,45.3,57.9,27.5,28.13,27.53,26.67,26.28,25.06,3.66,-2.07,1.45,3.4,-0.04,10.05,1.29,4.74,1.48,26.89,1.4,21.93,0.82,0.82,0.58,0.82,0.45,0.24,0.61,-0.22,0.14,1.18,2.05,0.3,0.63,1.26,0.16,12.44,15.19,31.94678085,19.89600856,5.184278942,0.428200031,0.428200031,0.596421471,24.89677321,0.183514299,0.886985778,0.718764337,1.208135801,0.015292858,13.50359382,19.42,57.45526839,5.612478972,51.84278942,1.651628689,41.99418871,19.42,15.19,3.17,0.63,5.91,1.48,73.96,2.74,12.09,96.18,3.8,7896.5,3.15
25,RO18412,OpenWater,8/21/2018,7.6,7.51,5.3,30.71,28.95,7.9,2.57,6.29,0,0,23,1.380211242,41.13,313.83,0.4,0,0,0,0.02,0.01,0.002195167,0.01,7,11,0.003985507,0.77,71,822,9340.909091,0.78,4.5,,,171,20.8,60,7.3,0,0,0.1,0.1,0.12,0.12,0.36,2,84,84,83,83,83.5,83.5,83,1.2,2.1,20.6,36,43.4,59.5,28.18,28.38,27.93,27.85,27.96,27.7,1.29,-7.82,0.12,18.59,0.84,-5.69,1.1,16.97,0.75,-0.89,1.29,4.74,-0.21,1.01,-0.63,0.57,-0.27,0.69,0.25,0.74,0.1,0.18,1.14,0.11,0.83,1.97,0.19,52.05,56.39,14.67404984,21.67128115,36.37050088,21.52026177,1.25849484,0.276868865,1.132645356,0.009079393,0.402718349,0.07550969,0.201359174,0,2.240120816,3.88,94.23609363,57.89076265,36.34533098,1.459854015,4.338301644,3.88,56.39,14.41,58.89,0,0,3.4,0,23.28,26.68,73.3,19580.1,7.83
25,RT18191,TidalCreek,7/11/2018,1.5,4.18,5.34,34.42,29.28,7.89,9.85,10.5,0,0,0,0,41.95,11.5,0.21,0,0,0,0.02,0.00058169,0.001143806,0.01,10,29,0.021014493,0.69,,,,,4.5,,,,,,,0,0,0,0.87,2,2.15,2.63,3,84.5,83,81.5,81,81,81.5,81.5,6.5,7.3,13.1,23.9,29.2,42.1,27.58,27.73,28.03,27.58,26.92,24.69,1.29,-7.82,0.12,18.59,0.84,-5.69,1.1,16.97,0.75,-0.89,1.29,4.74,1.36,1.36,2.02,1.36,1.23,0.59,1.27,0.47,0.13,0.39,1.1,0.01,0.61,1.39,0.1,17.09,45.38,23.5619469,27.65486726,8.738938053,0.553097345,0.774336283,0.039903131,26.32743363,0,0.884955752,1.659292035,0.995575221,0.553097345,7.411504425,45.58,60.50884956,9.292035398,51.21681416,2.32300885,37.31866419,45.58,45.38,46.84,2.45,0,0,35.65,0,15.05,50.7,49.29,1413.1,0.56
25,RO18424,OpenWater,8/21/2018,1.2,6.16,3.46,14.08,26.97,7.15,0.79,12.29,52,1.72427587,110,2.045322979,38.99,276.27,1.74,0.43,0,0.009244882,0.02,0.01,0.009648078,0.01,4,7,0.002536232,0.61,13,61,693.1818182,0.77,3,2.61,0.35,1,1.64,2,3.28,0,0.02,0.23,0.23,0.23,0.95,1.02,1,84,84,83,83,83.5,83.5,83,2.5,4.4,24.2,44,56.9,80,28.13,28.29,27.79,27.74,27.88,27.63,1.29,-7.82,0.12,18.59,0.84,-5.69,1.1,16.97,0.75,-0.89,1.29,4.74,-0.21,1.01,-0.63,0.57,-0.27,0.69,0.25,0.74,0.1,0.18,1.14,0.11,0.83,1.97,0.19,28.93,12.13,26.43219168,36.76854554,16.43372754,4.822607894,0.184303486,0.061434495,7.817539548,0.122868991,0.537551835,0.245737982,0.261096606,0.030717248,6.174166795,22.76,84.45707265,21.25633543,63.20073721,0.47611734,15.22039625,22.76,12.13,16.48,7.65,24.09,0,45.22,0,6.54,75.85,24.13,19736.4,7.89
