BUFFER_SIZE,StationCode,RT_RO_Other,Date,StationDepth_m,CHANNEL_WIDTH_m,CHANNEL_WIDTH_log,Logger_DO_mean,Logger_Salin_mean,Logger_Temp_mean,Logger_pH_mean,TOC_sediment,SiltClay,Entero_DHEC,Entero_LOG,FecalColiform_DHEC,FecalColiform_LOG,Met_Total,PAH_Total,PCB_Total,DDT_Total,PBDE_Total,ERMQ_DDT_tot,ERMQ_met,ERMQ_PAH_13,ERMQ_PAH_tot,ERMQ_PCB_tot,ERMQ_ALL,trawl_SP_RICH,trawl_ABUNDANCE,trawl_ABUNDANCE_area,trawl_SIMPSON_INDEX,benth_SP_RICH,benth_ABUNDANCE,benth_ABUNDANCE_area,benth_SIMPSON_INDEX,BIBI,AMBI,MAMBI,benth_SENSC_ABUND,benth_SENSC_relABUND,benth_TCSENS_ABUND,benth_TCSENS_relABUND,PRCP_1,PRCP_2,PRCP_3,PRCP_4,PRCP_5,PRCP_6,PRCP_7,DAYS_SINCE_RAIN,TAVG_1,TAVG_2,TAVG_3,TAVG_4,TAVG_5,TAVG_6,TAVG_7,DAYMET_10dPRCP_cm,DAYMET_14dPRCP_cm,DAYMET_30dPRCP_cm,DAYMET_45dPRCP_cm,DAYMET_60dPRCP_cm,DAYMET_90dPRCP_cm,DAYMET_10dTAVG_degC,DAYMET_14dTAVG_degC,DAYMET_30dTAVG_degC,DAYMET_45dTAVG_degC,DAYMET_60dTAVG_degC,DAYMET_90dTAVG_degC,DJF_TAVG_diff,DJF_PRCP_diff,MAM_TAVG_diff,MAM_PRCP_diff,JJA_TAVG_diff,JJA_PRCP_diff,ANN_TAVG_diff,ANN_PRCP_diff,preSON_TAVG_diff,preSON_PRCP_diff,preANN_TAVG_diff,preANN_PRCP_diff,PDSI,PHDI,ZNDX,PMDI,SP01,SP02,SP03,SP06,SP09,SP12,SP24,AMO,AO,NAO,ONI,UPLAND_IMPERV_PRCT,BARREN_LAND_prct,CULTIVATED_CROPS_prct,DEC_FOREST_prct,DEVELOPED_HIGH_prct,DEVELOPED_MED_prct,DEVELOPED_LOW_prct,DEVELOPED_OPEN_prct,EMERGE_HERB_WET_prct,EVE_FOREST_prct,HAY_PASTURE_prct,HERBACEOUS_prct,MIX_FOREST_prct,WATER_prct,SHRUB_SCRUB_prct,WOODY_WET_prct,DEVALLCAT_prct,DEVHIGHCAT_prct,DEVLOWCAT_prct,AGRCAT_prct,FORCAT_prct,MARCAT_prct,WATCAT_prct
1,RT10121,TidalCreek,8/10/2010,2.1,31,3.43,3.76,34.42,32.13,7.38,0.36,22.84,0,0,8,0.954242509,56.02,82.25,1.72,0.41,0.8,0.008946421,0.02,0.00813031,0.003884298,0.009570233,0.01,20,188,0.136231884,0.38,16,103,1170.454545,0.85,3.5,,,8,7.77,11,10.68,0,0,0,2.35,2.35,2.35,2.7,3,84,84,84,84,83.5,84,84,5.6,7,12.4,15.5,16.5,29.4,29.15,29.45,29.52,28.89,29.08,28.01,-1.87,27.5,0.04,-4.52,1.37,-12.32,-0.34,-29.45,0.21,-6.33,0.05,33.43,-1.42,-1.42,0.43,-1.13,0.91,0.6,0.19,-0.3,1,0.85,0.7,0.52,-0.11,-1.22,-1.38,1.05,0,0,0.385786802,0,0.527918782,0.751269036,16.14213198,41.89,57.88832487,0,0.588832487,10.07106599,8.86,1.401015228,12.26395939,17.4213198,0.527918782,16.89340102,0,82.59898477,41.89,8.86
1,RO10377,OpenWater,8/11/2010,4,1029,6.93,4.64,33.13,31.59,7.67,0.11,7.17,10,1.041392685,0,0,43.05,109.96,1.61,0.24,0.75,0.005285423,0.02,0.009870124,0.004549286,0.008965844,0.01,12,153,0.055434783,0.41,29,156,1772.727273,0.88,3.5,,,15,9.62,6,3.85,0,0,0,0,1.77,1.77,1.77,4,84,84.5,84,84,84,84,84,5.3,6.2,13.9,19.9,20.8,30.3,29.2,29.63,29.58,28.92,29.08,28.15,-1.87,27.5,0.04,-4.52,1.37,-12.32,-0.34,-29.45,0.21,-6.33,0.05,33.43,-1.42,-1.42,0.43,-1.13,0.91,0.6,0.19,-0.3,1,0.85,0.7,0.52,-0.11,-1.22,-1.38,0,100,0,0,0,0,0,0,31.74,0,0,0,0,68.17,0,0,0,0,0,100,0,31.74,68.17
1,RO11303,OpenWater,7/27/2011,2.7,441,6.08,3.82,33.47,28.99,7.34,0.49,24.81,5,0.77815125,50,1.707570176,60.18,12.35,0.31,0,0.02,0,0.03,0.000404727,0.000814161,0.001772989,0.01,16,94,0.034057971,0.57,37,197,2238.636364,0.94,4.5,1.3,0.65,25,12.69,17,8.63,0.05,0.77,0.77,0.77,0.77,0.77,0.77,1,76.5,81,82,82.5,82.5,83.5,83,7,16.2,22,28.1,28.1,29.1,28.88,28.45,28.57,28.61,28.35,26.69,-1.97,-5.21,1.33,-8.19,1.46,-11,0.7,-33.24,0.49,-17.05,-0.34,-29.45,-4.28,-4.28,-1.96,-4.28,-0.3,-1.31,-1.75,-1.49,-2.02,-1.42,-0.71,0.09,-0.47,-1.51,-0.46,0,0,0,0,0,0,0,0,62.6,0,0,0,0,37.4,0,0,0,0,0,0,0,62.6,37.4
1,RT11015,TidalCreek,7/20/2011,0.9,127,4.84,4.61,29.98,31.74,7.42,1.1,34.74,13.66,1.16613397,17,1.255272505,90.67,40.07,1.67,0,0.08,0,0.04,0.002204279,0.001759069,0.009291611,0.01,7,43,0.03115942,0.69,27,228,2590.909091,0.82,2.5,2.54,0.42,2,0.88,84,36.84,0,0,0,0,0,3.76,5.45,5,85,83.5,82,81.5,81,80.5,80.5,6.6,10.3,16.5,20.6,21.2,23.2,28.33,28.34,28.5,28.18,28.09,26.14,-1.97,-5.21,1.33,-8.19,1.46,-11,0.7,-33.24,0.49,-17.05,-0.34,-29.45,-4.28,-4.28,-1.96,-4.28,-0.3,-1.31,-1.75,-1.49,-2.02,-1.42,-0.71,0.09,-0.47,-1.51,-0.46,3.37,1.175527652,0,0.454181138,0,0.080149613,7.106598985,18.51456051,35.73,15.20170986,3.553299492,4.621960994,12.28960727,26.84,5.503606733,31.52551429,25.70130911,0.080149613,25.6211595,4.728827144,69.59658028,35.73,26.84
1,RT12038,TidalCreek,7/18/2012,2.7,84,4.43,0.81,20.59,28.49,7,0.67,73.7,123.33,2.094575934,24,1.397940009,108.31,5.13,0.12,0.14,0,0.003138764,0.05,0.000161374,0.001896345,0.00068765,0.01,4,22,0.015942029,0.38,7,87,988.6363636,0.62,2,3.36,0.27,0,0,26,29.89,0,0.05,0.19,0.21,0.41,0.41,0.41,1,82,82.5,82.5,81.5,82,81.5,81.5,1.5,1.9,4.9,14.9,20.8,26.3,28.5,28.75,27.69,26.64,26.31,25.24,2.17,-10.6,2.42,6.97,-0.41,-2.29,0.92,-19.6,-0.46,-7.62,0.7,-33.24,0.71,-3.32,-0.48,-2.23,-0.19,0.05,0.86,0.41,-0.36,-0.69,-1.81,0.37,0.16,-1.32,0.26,0,98.58895706,0,0,0,0,0,0,78.38,0.18404908,0,0.858895706,0,5.32,0.18404908,0.18404908,0,0,0,98.58895706,1.411042945,78.38,5.32
1,RO12322,OpenWater,8/14/2012,7,335,5.81,4.95,34.08,29.86,7.69,1.21,32.45,12.75,1.138302698,4,0.698970004,85.38,113.99,0.24,0.17,0,0.0038123,0.04,0.006872003,0.004023389,0.001372695,0.01,10,36,0.013043478,0.74,22,89,1011.363636,0.92,4,,,20,22.47,9,10.11,0.01,0.01,0.03,0.1,0.1,0.1,0.14,2,82.5,82,81.5,81.5,81.5,82,81.5,4,4.9,9.5,10.4,11.2,25.8,27.7,27.82,28.53,28.71,27.99,26.93,2.17,-10.6,2.42,6.97,-0.41,-2.29,0.92,-19.6,-0.46,-7.62,0.7,-33.24,1.56,-2.06,2.76,0,1.34,0.9,0.85,1.31,0.23,0.02,-1.55,0.43,0.01,-0.98,0.33,31.72,2.72572402,0,0,7.069846678,19.16524702,31.00511073,33.04940375,46.12,5.28109029,0,0.511073254,0,42.14,1.192504259,0,90.28960818,26.2350937,64.05451448,2.72572402,6.984667802,46.12,42.14
1,RT052200,TidalCreek,6/28/2005,4,125,4.82,4.01,27.81,27.98,7.32,0.56,18.5,,,50,1.707570176,61.16,7.84,0,0,0,0,0.03,0.000287546,0.000457894,0,0.01,18,162,0.117391304,0.72,39,281,3193.181818,0.88,4.5,1.61,0.61,45,16.01,16,5.69,0.05,0.09,0.4,0.57,0.57,0.57,0.57,1,80,81,79,79,79,79.5,79,4.5,4.5,19.6,28.3,33.5,43.6,25.18,25.95,25.84,24.77,23.71,21.6,-0.04,-10.89,-2,10.52,-0.07,-5.86,-0.43,-4.8,0.45,-4.87,-0.25,-27.26,1.32,1.32,2.03,1.32,0.92,1.18,0.7,0.58,0.02,0.16,-0.25,0.32,-0.38,-0.05,0.1,0.27,0,0,0,0,0,0.137488543,17.04857929,53.88,67.82768103,0,1.237396884,10.99908341,24.3,2.383134739,0.412465628,17.18606783,0,17.18606783,0,82.85976169,53.88,24.3
1,RO056096,OpenWater,8/2/2005,3.7,106,4.66,3.78,33.83,29.28,7.52,1.08,33.48,,,50,1.707570176,62.12,8.77,0,0,0,0,0.03,0.000321612,0.000744329,0,0.01,18,185,0.067028986,0.65,49,498,5659.090909,0.9,4.5,,,104,20.88,98,19.68,0,1.1,1.16,1.16,1.16,1.16,1.16,1,78.5,80.5,81,82.5,83.5,85,85,4.3,4.3,6.4,15.5,17.9,36.9,30.03,30.29,29.88,28.63,28.24,26.24,-0.04,-10.89,-2,10.52,-0.07,-5.86,-0.43,-4.8,0.45,-4.87,-0.25,-27.26,-0.15,0.91,0.05,0.46,0.32,-0.05,0.42,0.8,0.24,0.12,-0.4,0.44,0.02,0.37,-0.13,0,0,0,0,0,0,0,0,57.15,80.27210884,0,0.29154519,0,32.56,0,19.33916424,0,0,0,0,99.90281827,57.15,32.56
1,RT052106,TidalCreek,6/29/2005,4.9,87,4.46,4.28,27.79,27.68,7.41,0.75,28.55,,,17,1.255272505,68.2,9.32,0,0,0,0,0.03,0.000341758,0.000851938,0,0.01,18,126,0.091304348,0.75,31,322,3659.090909,0.85,3.5,2.29,0.54,38,11.8,9,2.8,1.86,1.91,1.95,2.26,2.43,2.43,2.43,1,77.5,77.5,78,79,77.5,77.5,78,4.8,7.7,23.3,36.7,41.5,54,25.63,26.09,26.18,25.12,24.05,21.93,-0.04,-10.89,-2,10.52,-0.07,-5.86,-0.43,-4.8,0.45,-4.87,-0.25,-27.26,1.32,1.32,2.03,1.32,0.92,1.18,0.7,0.58,0.02,0.16,-0.25,0.32,-0.38,-0.05,0.1,0,11.89189189,0,0,0,0,0,0,72.78,64.32432432,0,0,0,25.37,0,24.32432432,0,0,0,11.89189189,88.64864865,72.78,25.37
1,RT052115,TidalCreek,7/19/2005,2,36,3.58,,20.3,,,1.42,34.7,,,14,1.176091259,80.65,17.46,2.7,0,0,0,0.04,0.000579839,0.000948384,0.01,0.01,16,150,0.108695652,0.77,9,31,352.2727273,0.66,1.5,2.85,0.34,0,0,3,9.68,0,0,0,0,0,0.02,0.38,5,83.5,84.5,84,84,83.5,83,83,2,3.8,14.4,21.5,31.1,44.6,28.25,28.23,27.13,26.97,25.85,23.9,-0.04,-10.89,-2,10.52,-0.07,-5.86,-0.43,-4.8,0.45,-4.87,-0.25,-27.26,-0.19,1,-0.56,0.59,-0.28,0.4,0.67,0.69,0.08,0.25,-0.58,0.44,-0.03,-0.51,-0.05,0.42,0.135992747,0.135992747,0,0,0,0.226654578,9.292837715,47.08,40.88848595,12.19401632,1.087941976,2.357207616,30.86,0.770625567,32.81958296,9.519492294,0,9.519492294,12.46600181,77.92384406,47.08,30.86
1,RT052197,TidalCreek,7/12/2005,2.4,54,3.98,4.13,10.8,30.67,6.93,2.21,49.69,,,60,1.785329835,106.68,22.72,0,0,0,0,0.05,0.000738546,0.008746875,0,0.01,15,168,0.12173913,0.59,5,12,136.3636364,0.73,3,3.75,0.2,1,8.33,4,33.33,0,0,0,0.1,0.1,0.2,0.2,3,85,85.5,84.5,83.5,83,83,83,7.7,13.9,19.2,35.4,40.9,48.1,27.78,27.55,26.63,26.06,25.05,22.69,-0.04,-10.89,-2,10.52,-0.07,-5.86,-0.43,-4.8,0.45,-4.87,-0.25,-27.26,-0.19,1,-0.56,0.59,-0.28,0.4,0.67,0.69,0.08,0.25,-0.58,0.44,-0.03,-0.51,-0.05,0,0,0,0,0,0,0,0,49.32,83.3984375,0,0,12.6953125,45.56,0,3.90625,0,0,0,0,100,49.32,45.56
1,RO056097,OpenWater,7/13/2005,10,3032,8.01,6.27,27.82,29.99,7.71,0.08,3.07,,,0,0,36.41,4.55,0,0,0,0,0.03,0.000166667,0.000101581,0,0.01,8,11,0.003985507,0.76,19,142,1613.636364,0.81,3.5,0.85,0.52,9,6.34,7,4.93,0,0,0,0.4,1.55,1.55,1.55,3,86,85.5,84,82.5,82.5,82.5,83,3.8,6.3,14.1,30,36.4,44.8,28.45,28.34,27.04,26.49,25.48,23.2,-0.04,-10.89,-2,10.52,-0.07,-5.86,-0.43,-4.8,0.45,-4.87,-0.25,-27.26,-0.19,1,-0.56,0.59,-0.28,0.4,0.67,0.69,0.08,0.25,-0.58,0.44,-0.03,-0.51,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100
1,RO056101,OpenWater,7/19/2005,5.5,1783,7.48,5.63,23.03,31.85,7.53,0.43,4.33,,,4,0.698970004,55.95,4.09,0,0,0,0,0.03,0.000149817,0.000255849,0,0.01,5,8,0.002898551,0.56,56,2932,33318.18182,0.53,4.5,3.02,0.52,2155,73.5,9,0.31,0,0,0,0,0,0.02,0.38,5,83.5,84.5,84,84,83.5,83,83,1.5,3.2,12.3,18.3,27.5,41.1,28.65,28.59,27.39,27.18,26.02,24.03,-0.04,-10.89,-2,10.52,-0.07,-5.86,-0.43,-4.8,0.45,-4.87,-0.25,-27.26,-0.19,1,-0.56,0.59,-0.28,0.4,0.67,0.69,0.08,0.25,-0.58,0.44,-0.03,-0.51,-0.05,0,0,0,0,0,0,0,0,19.57,0,0,0,0,80.43,0,0,0,0,0,0,0,19.57,80.43
1,RO056105,OpenWater,8/2/2005,5.5,377,5.93,4.14,30.61,30.28,7.56,0.22,5.53,,,30,1.491361694,53.49,4.01,0,0,0,0,0.03,0.000146887,0.000268575,0,0.01,12,34,0.012318841,0.81,48,899,10215.90909,0.85,4.5,3.27,0.55,106,11.79,305,33.93,0,1.1,1.16,1.16,1.16,1.16,1.16,1,78.5,80.5,81,82.5,83.5,85,85,4.4,4.4,7.6,16.7,21.2,41,29.73,29.98,29.51,28.33,28,26.07,-0.04,-10.89,-2,10.52,-0.07,-5.86,-0.43,-4.8,0.45,-4.87,-0.25,-27.26,-0.15,0.91,0.05,0.46,0.32,-0.05,0.42,0.8,0.24,0.12,-0.4,0.44,0.02,0.37,-0.13,3.11,0.170842825,0,0.398633257,0.170842825,0.597949886,3.132118451,29.72665148,32.5,24.03189066,23.37699317,3.815489749,4.043280182,32.38,2.050113895,8.456719818,33.62756264,0.768792711,32.85876993,23.54783599,42.79612756,32.5,32.38
1,RO056107,OpenWater,7/13/2005,4,662,6.49,5.43,27.75,30.13,7.55,0.57,23.21,,,2,0.477121255,63.2,9.36,0,0,0,0,0.03,0.000343224,0.00054407,0,0.01,7,66,0.023913043,0.45,15,126,1431.818182,0.85,3.5,1.78,0.49,2,1.59,0,0,0,0,0,0.4,1.55,1.55,1.55,3,86,85.5,84,82.5,82.5,82.5,83,3.2,4.9,12.3,28.4,37.3,45.9,28.58,28.46,27.16,26.61,25.6,23.3,-0.04,-10.89,-2,10.52,-0.07,-5.86,-0.43,-4.8,0.45,-4.87,-0.25,-27.26,-0.19,1,-0.56,0.59,-0.28,0.4,0.67,0.69,0.08,0.25,-0.58,0.44,-0.03,-0.51,-0.05,0,0,0,0,0,0,0,0,56.14,75,0,0,0,43.82,0,25,0,0,0,0,100,56.14,43.82
1,RO056103,OpenWater,7/12/2005,5.8,2001,7.6,5.41,23.58,30.96,7.52,0.43,11.21,,,0,0,64.02,20.53,0,0,0,0,0.04,0.000878627,0.000829836,0,0.01,8,12,0.004347826,0.83,46,418,4750,0.9,4.5,2.17,0.61,69,16.51,89,21.29,0,0,0,0.1,0.1,0.2,0.2,3,85,85.5,84.5,83.5,83,83,83,6.3,12,17.1,33,38.9,47.3,28.03,27.77,26.79,26.22,25.23,22.86,-0.04,-10.89,-2,10.52,-0.07,-5.86,-0.43,-4.8,0.45,-4.87,-0.25,-27.26,-0.19,1,-0.56,0.59,-0.28,0.4,0.67,0.69,0.08,0.25,-0.58,0.44,-0.03,-0.51,-0.05,0,0,0,0,0,0,0,0,2.31,86.72985782,0,0,8.056872038,95.58,0,5.687203791,0,0,0,0,100.4739336,2.31,95.58
1,RO06326,OpenWater,8/2/2006,3,355,5.87,4.79,32.38,31.7,7.5,0.75,21.98,,,4,0.698970004,63.93,0,0,0,0,0,0.03,0,0.000323138,0,0.01,7,110,0.039855072,0.26,33,229,2602.272727,0.88,3.5,2.5,0.51,10,4.37,31,13.54,0,0,0.03,0.82,0.82,0.82,0.82,2,85.5,85,84,84,84.5,85,85.5,4.2,4.2,5.2,9.4,18.5,23.3,29.05,29,28.41,28.04,27.22,25.96,-0.25,0.38,-0.22,-17.52,-0.35,-11.25,-0.07,-34.22,0.5,-1.01,-0.43,-4.8,-2.13,-2.13,-1.55,-2.13,-0.15,-1.62,-0.71,-1.67,-1.16,-1.11,-0.64,0.4,-0.26,-1.73,0.27,0.32,0,0,2.852852853,0,0,0,12.31231231,40.74,55.78078078,5.255255255,3.003003003,2.815315315,32.62,3.566066066,14.45195195,12.31231231,0,12.31231231,5.255255255,82.46996997,40.74,32.62
1,RO06313,OpenWater,8/15/2006,4.3,696,6.54,4.43,32.92,29.83,7.57,0.33,13.33,,,4,0.698970004,50.1,0,0,0,0,0,0.03,0,0.000229059,0,0.01,11,66,0.023913043,0.8,34,115,1306.818182,0.91,4,1.26,0.64,14,12.17,2,1.74,0,0.04,0.09,0.38,0.8,1,1.24,1,80.5,80,79,81,81.5,82,83,3,4.8,7.4,8.9,11.4,20.6,28.68,29.25,29.13,28.68,28.23,27.32,-0.25,0.38,-0.22,-17.52,-0.35,-11.25,-0.07,-34.22,0.5,-1.01,-0.43,-4.8,-2.13,-2.13,-1.55,-2.13,-0.15,-1.62,-0.71,-1.67,-1.16,-1.11,-0.64,0.4,-0.26,-1.73,0.27,0,0,0,0,0,0,0,0,38.5,9.090909091,13.63636364,0,0,61.06,75,0,0,0,0,13.63636364,84.09090909,38.5,61.06
1,RO06314,OpenWater,8/2/2006,4,1536,7.33,4.99,33.98,31.51,7.56,0.32,8.16,,,0,0,55.18,43.75,0,0,0,0,0.02,0.003861199,0.004030117,0,0.01,3,3,0.001086957,0.44,32,582,6613.636364,0.81,5,3,0.5,116,19.93,267,45.88,0,0,0.03,0.82,0.82,0.82,0.82,2,85.5,85,84,84,84.5,85,85.5,4.5,4.5,5.4,10,19.4,24.3,29.05,29,28.32,27.94,27.16,25.88,-0.25,0.38,-0.22,-17.52,-0.35,-11.25,-0.07,-34.22,0.5,-1.01,-0.43,-4.8,-2.13,-2.13,-1.55,-2.13,-0.15,-1.62,-0.71,-1.67,-1.16,-1.11,-0.64,0.4,-0.26,-1.73,0.27,0.54,0.652883569,0,0,0,0,0.326441785,12.51360174,6.38,61.26224157,0,0,9.684439608,84.43,5.98476605,9.684439608,12.84004353,0,12.84004353,0.652883569,86.61588683,6.38,84.43
1,RT06029,TidalCreek,7/25/2006,2.4,60,4.09,4.43,33.17,30.09,7.55,0.87,30.05,,,0,0,87.25,3.4,0,0,0,0,0.04,0.000124579,0.000565213,0,0.01,6,16,0.011594203,0.6,56,399,4534.090909,0.91,4.5,1.87,0.69,70,17.54,20,5.01,0.19,0.7,0.7,0.7,0.7,0.7,0.7,1,83,84,83.5,84,84,84.5,84.5,2,2,3.3,15.7,16.6,21.7,29,29.05,27.94,27.38,26.83,25.07,-0.25,0.38,-0.22,-17.52,-0.35,-11.25,-0.07,-34.22,0.5,-1.01,-0.43,-4.8,-1.8,-1.8,-2.81,-1.8,-2.93,-0.64,-1,-1.38,-0.77,-0.89,-0.41,0.37,0.1,0.9,0.12,0,0,0,0,0,0,0,0,49.84,98.43081312,0,0,0,43.15,0,1.569186876,0,0,0,0,100,49.84,43.15
1,RT06002,TidalCreek,7/26/2006,0.3,36,3.58,4.29,35.28,30.28,7.66,0.21,10.67,,,7,0.903089987,82.41,0,0,0,0,0,0.03,0,0.000181171,0,0.01,6,246,0.17826087,0.1,11,97,1102.272727,0.48,3,3.95,0.24,3,3.09,70,72.16,0.05,0.24,0.75,0.75,0.75,0.75,0.75,1,83.5,83.5,83.5,84,83.5,84,84,1,1,2.1,12.2,13.4,15.8,29.03,29.29,28.28,27.62,27.04,25.41,-0.25,0.38,-0.22,-17.52,-0.35,-11.25,-0.07,-34.22,0.5,-1.01,-0.43,-4.8,-1.8,-1.8,-2.81,-1.8,-2.93,-0.64,-1,-1.38,-0.77,-0.89,-0.41,0.37,0.1,0.9,0.12,0,0,0,0,0,0,0,0,83.15,0,0,0,0,16.85,0,0,0,0,0,0,0,83.15,16.85
1,RT06010,TidalCreek,8/1/2006,1.5,148,4.99,4.32,31.74,26.79,7.39,0.94,35.46,,,30,1.491361694,82.94,8.01,0.39,0,0,0,0.04,0.000237249,0.000585462,0.002194444,0.01,15,1017,0.736956522,0.08,5,5,56.81818182,0.8,2,,,0,0,0,0,0,0.03,0.82,0.82,0.82,0.82,0.87,1,84.5,83,83.5,84.5,85,85.5,85.5,5,5,5.7,10.8,22.2,25.5,28.75,28.79,28.11,27.66,26.98,25.7,-0.25,0.38,-0.22,-17.52,-0.35,-11.25,-0.07,-34.22,0.5,-1.01,-0.43,-4.8,-2.13,-2.13,-1.55,-2.13,-0.15,-1.62,-0.71,-1.67,-1.16,-1.11,-0.64,0.4,-0.26,-1.73,0.27,3.92,0,0,0,0.108902804,2.341410291,5.063980397,19.35747345,32.58,15.13748979,9.311189763,8.439967329,8.086033215,30.69,1.715219167,30.43833379,26.87176695,2.450313096,24.42145385,9.311189763,63.81704329,32.58,30.69
1,RT06006,TidalCreek,7/26/2006,3.4,93,4.53,4.42,37.01,30.26,7.75,1.25,14.02,,,7,0.903089987,60.02,0,0,0,0,0,0.03,0,0.000206265,0,0.01,18,27,0.019565217,0.86,56,745,8465.909091,0.85,5,3.45,0.57,183,24.56,341,45.77,0.05,0.24,0.75,0.75,0.75,0.75,0.75,1,83.5,83.5,83.5,84,83.5,84,84,0.7,0.8,1.1,12.3,14.1,17,29.05,29.3,28.3,27.59,26.99,25.38,-0.25,0.38,-0.22,-17.52,-0.35,-11.25,-0.07,-34.22,0.5,-1.01,-0.43,-4.8,-1.8,-1.8,-2.81,-1.8,-2.93,-0.64,-1,-1.38,-0.77,-0.89,-0.41,0.37,0.1,0.9,0.12,0,0,0,0,0,0,0,0,52.03,0,0,0,0,47.97,0,0,0,0,0,0,0,52.03,47.97
1,RT07057,TidalCreek,7/24/2007,2.7,81,4.39,4.4,36.5,29.1,7.39,0.28,28.39,0,0,2,0.477121255,59.45,20.36,0,0,0,0,0.03,0.001205604,0.000454568,0,0.01,14,51,0.036956522,0.7,34,145,1647.727273,0.92,4,1.64,0.58,27,18.62,3,2.07,0,0,0,0,0,0,0,10,77,76.5,76,77.5,79,80,81,0,2.9,8.8,17.4,27.2,29.1,27.7,28.04,27.56,26.97,26.43,24.98,0.93,-4.87,-0.15,-15.37,-0.13,5.55,0.36,5.05,-1.01,-6.01,-0.07,-34.22,-2.68,-2.68,-1.15,-2.68,-0.34,-0.21,-0.99,-1.82,-0.91,-0.95,-1.54,0.12,-0.39,-0.58,-0.53,3.04,0,0,0,0.129366106,2.026735662,2.242345839,32.72962484,52.87,39.93100474,0.129366106,0,12.97973264,23.94,2.97542044,6.856403622,37.12807245,2.156101768,34.97197068,0.129366106,62.74256145,52.87,23.94
1,RO07338,OpenWater,8/14/2007,7,700,6.55,5.57,34.57,31.29,7.67,0.07,0.67,0,0,0,0,58.74,0,0.12,0,0,0,0.05,0,0,0.000677778,0.01,18,24,0.008695652,0.92,58,472,5363.636364,0.9,4.5,,,151,31.99,88,18.64,0,0.01,0.21,0.21,0.21,0.21,0.21,1,85,84.5,84,84.5,85.5,86.5,87,0,3.7,10.4,18.8,24.1,36.7,30.3,29.32,28.43,28.13,27.84,26.53,0.93,-4.87,-0.15,-15.37,-0.13,5.55,0.36,5.05,-1.01,-6.01,-0.07,-34.22,-3.16,-3.16,-2.27,-3.16,-0.54,-0.81,-0.6,-2.03,-1.64,-1.11,-1.86,0.05,-0.03,-0.14,-0.83,9.81,0.225056264,0.525131283,0,1.162790698,6.339084771,12.45311328,27.38184546,23.68,39.79744936,1.68792198,0,4.463615904,49.66,2.025506377,3.975993998,47.33683421,7.501875469,39.83495874,2.438109527,50.26256564,23.68,49.66
1,RO08346,OpenWater,7/30/2008,2.7,132,4.88,5.12,33.3,29.85,7.48,0.34,16.11,0,0,2,0.477121255,58.36,23.37,0.14,0,0,0,0.02,0.002010177,0.00115476,0.000811111,0.01,4,7,0.002536232,0.73,32,202,2295.454545,0.92,4.5,1.52,0.63,29,14.36,26,12.87,0.2,0.26,0.26,0.26,0.26,0.26,0.26,1,87,86.5,85.5,85,84.5,85,84,5,7.8,15,23.4,24.2,26.6,28.7,28.39,27.81,27.83,27.93,26.34,1.45,19.05,0.09,-11.58,0.48,-1.22,0.29,-1.68,0.55,2.87,0.36,5.05,-3.1,-3.1,-1.29,-3.1,-0.32,-1.05,-1.08,-1.04,-0.9,-0.96,-1.62,0.2,-0.48,-1.27,-0.35,3.44,0,0,0,0,0.350877193,5.964912281,33.68421053,47.68,36.95906433,0,7.953216374,0,43.77,1.988304094,13.0994152,40,0.350877193,39.64912281,0,60,47.68,43.77
1,RO08349,OpenWater,8/5/2008,6.4,176,5.17,4.96,29.47,30.06,7.57,0.54,25.91,10,1.041392685,2,0.477121255,89.52,9.5,0.14,0,0,0,0.04,0.000521892,0.005392035,0.000777778,0.01,4,6,0.002173913,0.72,18,793,9011.363636,0.61,4,,,465,58.64,16,2.02,0,0,0,0.03,0.03,0.05,0.13,3,86.5,86.5,85.5,85,84.5,84.5,84.5,1.7,2.5,8.7,13.9,19.8,24.2,29.25,28.91,28.29,28.05,27.97,26.74,1.45,19.05,0.09,-11.58,0.48,-1.22,0.29,-1.68,0.55,2.87,0.36,5.05,0.25,-2.53,0.75,-2.16,0.92,0.46,-0.18,-0.66,-0.2,-0.43,-1.16,0.17,-0.08,-1.16,-0.26,0,0,0,0,0,0,0,0,62.85,19.14529915,0,2.905982906,0,31.3,2.905982906,75.04273504,0,0,0,0,100,62.85,31.3
1,RT08086,TidalCreek,8/6/2008,2.1,45,3.8,5.05,36.33,31.62,7.52,0.59,25.82,0,0,2,0.477121255,73.95,30.85,0.07,0,0,0,0.03,0.001905081,0.001422955,0.0004,0.01,1,2,0.001449275,0,40,478,5431.818182,0.9,4.5,,,121,25.31,35,7.32,0,0,0,0.07,0.07,0.34,0.83,3,90.5,90,89,88,87.5,87,87,1.6,2.6,9.6,13.3,18,22.5,29.5,29.07,28.29,27.98,27.9,26.64,1.45,19.05,0.09,-11.58,0.48,-1.22,0.29,-1.68,0.55,2.87,0.36,5.05,0.25,-2.53,0.75,-2.16,0.92,0.46,-0.18,-0.66,-0.2,-0.43,-1.16,0.17,-0.08,-1.16,-0.26,0,0,0,2.109181141,0,0,0,0,67.42,90.07444169,0,0,0,24.52,0.372208437,7.444168734,0,0,0,0,100,67.42,24.52
