HUC_SIZE,StationCode,RT_RO_Other,DATE,MONTH,YEAR,LAT,LON,SC_COUNTY,StationDepth_m,CHANNEL_WIDTH_log,Logger_DO_mean,Logger_Salin_mean,Logger_Temp_mean,Logger_pH_mean,Chl_a_DHEC,TOC_sediment,SiltClay,Entero_DHEC,Entero_LOG,FecalColiform_DHEC,Fecal_LOG,Met_Total,PAH_Total,PCB_Total,DDT_Total,PBDE_Total,ERMQ_DDT_tot,ERMQ_met,ERMQ_PAH_tot,ERMQ_PCB_tot,ERMQ_ALL,trawl_SP_RICH,trawl_ABUNDANCE,trawl_ABUNDANCE_area,benth_SP_RICH,benth_ABUNDANCE,benth_ABUNDANCE_AREA,BIBI,AMBI,MAMBI,benth_SENCP_ABUND,benth_SENSC_ABUND,benth_SENSC_relABUND,benth_TCSENS_ABUND,benth_TCSENS_relABUND,PRCP_1,PRCP_2,PRCP_3,PRCP_4,PRCP_5,PRCP_6,PRCP_7,DAYS_SINCE_RAIN,TAVG_1,TAVG_2,TAVG_3,TAVG_4,TAVG_5,TAVG_6,TAVG_7,DAYMET_10dPRCP_cm,DAYMET_14dPRCP_cm,DAYMET_30dPRCP_cm,DAYMET_45dPRCP_cm,DAYMET_60dPRCP_cm,DAYMET_90dPRCP_cm,DAYMET_10dTAVG_degC,DAYMET_14dTAVG_degC,DAYMET_30dTAVG_degC,DAYMET_45dTAVG_degC,DAYMET_60dTAVG_degC,DAYMET_90dTAVG_degC,DJF_TAVG_diff,DJF_PRCP_diff,MAM_TAVG_diff,MAM_PRCP_diff,JJA_TAVG_diff,JJA_PRCP_diff,ANN_TAVG_diff,ANN_PRCP_diff,preSON_TAVG_diff,preSON_PRCP_diff,preANN_TAVG_diff,preANN_PRCP_diff,PDSI,PHDI,ZNDX,PMDI,SP01,SP02,SP03,SP06,SP09,SP12,SP24,AMO,AO,NAO,ONI,HUC_AREA_HA,IMPERV_PRCT,OPEN_WATER_prct,DEVELOPED_OPEN_SPACE_prct,DEVELOPED_LOW_INTENSITY_prct,DEVELOPED_MEDIUM_INTENSITY_prct,DEVELOPED_HIGH_INTENSITY_prct,BARREN_LAND_prct,DECIDUOUS_FOREST_prct,EVERGREEN_FOREST_prct,MIXED_FOREST_prct,SHRUB_SCRUB_prct,HERBACEUOUS_prct,HAY_PASTURE_prct,CULTIVATED_CROPS_prct,WOODY_WETLANDS_prct,EMERGENT_HERBACEUOUS_WETLANDS_prct,DEVALLCAT_prct,DEVHIGHCAT_prct,DEVLOWCAT_prct,AGRCAT_prct,FORCAT_prct,MARCAT_prct,WATCAT_prct,COMMERCIAL_POND_prct,GOLF_POND_prct,MIXED_POND_prct,RESIDENTIAL_POND_prct,ALL_PONDS_prct,COMMERCIAL_POND_density,GOLF_POND_density,MIXED_POND_density,RESIDENTIAL_POND_density,ALL_PONDS_density,GROUP_A_prct,GROUP_B_prct,GROUP_C_prct,GROUP_D_prct,GROUP_AD_prct,GROUP_BD_prct,GROUP_CD_prct,POORLY_DRAINE_prct,WELL_DRAIN_prct,POP_2010,personsPERha
12,RT99026,TidalCreek,7/13/99,7,1999,33.08,-79.42,Charleston,2,4.23,2.65,32.95,27.51,7.31,8.7,0.42,12.18,,,0,0,49.69,0,0,0,,0,0.02,0,0,0.008168937,15,357,0.258695652,29,532,6045.454545,4,3.88,0.36,76,76,14.29,334,62.78,1.24,2.16,3.37,3.37,3.37,3.37,3.37,1,76.5,78.5,79.5,81,81.5,81.5,81.5,10.6,17.6,21,21.3,21.5,34.3,26.65,26.25,25.03,24.45,23.67,21.93,1.43,5.26,-1.5,10.78,-0.78,-6.31,-0.68,42.15,0.76,-19.05,0.2,17.55,-1.62,-1.62,-0.66,-1.23,-0.32,0.1,-0.24,-0.8,-0.5,-0.7,1.19,0.19,-0.002,-0.9,-1.09,12852,0.08,23.68,1.912350598,0.078350988,0,0,13.14741036,0.079681275,50.67729084,0.005596502,0.15936255,0.3187251,0.239043825,0.079681275,32.82868526,63.77,1.990701586,0,1.990701586,13.46613546,84.06934152,63.77,23.68,,,,,,,,,,,10.56,8.44,0,0,59.94,0,21.04,80.98,19,55.19,0.004294633
12,RT99027,TidalCreek,7/7/99,7,1999,32.89,-79.9,Berkeley,2.8,4.47,4.74,20.13,29.87,7.3,12,0.25,15.26,,,13,1.146128036,39.38,0,0.96,0,,0,0.01,0.000354974,0.005377778,0.006604312,11,74,0.053623188,14,48,545.4545455,3,2.6,0.42,0,0,0,10,20.83,0,0.32,0.32,0.32,0.32,0.32,1.08,1,79.5,79,80,80,80,80,79.5,6.1,7.6,7.7,7.8,12.2,19.2,26,25.79,24.99,24.59,23.83,22.2,2.24,3.89,-0.5,-1.62,-0.04,-25.74,0.14,-11.68,1.23,11.71,1.11,42.39,-1.62,-1.62,-0.66,-1.23,-0.32,0.1,-0.24,-0.8,-0.5,-0.7,1.19,0.19,-0.002,-0.9,-1.09,13085,9.39,15.35,18.261563,13.85964912,3.588516746,1.451355662,1.259968102,0.765550239,41.88197767,0.510366826,1.562998405,1.674641148,2.073365231,0.366826156,12.61562998,21.95,37.16108453,5.039872408,32.12121212,3.70015949,59.01116427,21.95,15.35,0.17,0,0.42,1.06,1.66,0.73,0,0.75,3.61,5.1,17.99,10.8,6.77,2.59,37.14,2.05,22.62,71.17,28.79,37048.01,2.83
12,RT99028,TidalCreek,8/18/99,8,1999,32.34,-80.55,Beaufort,3,4.44,4.49,35.89,30.9,7.72,10.63,1.09,33.67,,,0,0,87.88,9.43,0,0,,0,0.04,0.000210529,0,0.01,12,37,0.026811594,36,218,2477.272727,4,2.62,0.53,38,38,17.43,37,16.97,0,0,0,0.03,0.03,0.03,0.03,3,87,87.5,86.5,86.5,87,87.5,87.5,0.5,0.5,0.5,12.3,37.7,46.7,30.33,30.16,30.58,29.64,28.63,27.59,1.42,-1.09,-0.56,-10.93,-0.24,19.21,-0.06,2.15,0.89,-8.89,0.73,3.83,-1.92,-1.92,-1.41,-1.92,-0.35,-0.65,-0.23,-0.79,-0.41,-0.52,1.23,0.3,-0.67,0.39,-1.11,14080,1.58,30.04,11.69878978,2.330793366,0.358583595,0.040111125,5.064993277,0.179291797,34.87225459,5.199462125,1.434334379,5.064993277,15.73285522,2.599731062,15.15015688,47.65,14.42827787,0.39869472,14.02958315,23.39757956,61.90049305,47.65,30.04,0,0,0.4,0.21,0.61,0,0,0.58,0.08,0.67,57.79,12.78,0,8.16,17.52,3.72,0,29.4,70.57,1880.1,0.13
12,RT99029,TidalCreek,7/28/99,7,1999,32.57,-80.22,Charleston,1,3.49,,32.33,31.66,7.6,31.97,0.3,9.88,,,8,0.954242509,22.24,0,0,0,,0,0.01,0.000126139,0,0.005983246,6,23,0.016666667,25,172,1954.545455,3,3.68,0.37,6,6,3.49,74,43.02,0,0,0,0.46,0.46,0.46,0.56,3,89,87.5,87,86,86,86,86,1.1,6,22.9,28.5,29,37.1,30.2,29.21,28.12,27.12,26.75,24.99,2.24,3.89,-0.5,-1.62,-0.04,-25.74,0.14,-11.68,1.23,11.71,1.11,42.39,-1.62,-1.62,-0.66,-1.23,-0.32,0.1,-0.24,-0.8,-0.5,-0.7,1.19,0.19,-0.002,-0.9,-1.09,15113,0.54,22.61,4.277942631,0.717111771,0.173095945,0.024727992,1.854599407,0.445103858,36.30069238,1.681503462,1.112759644,0.568743818,18.15034619,2.398615232,32.12166172,36.95,5.192878338,0.197823937,4.995054402,22.40356083,72.23046489,36.95,22.61,0,0,0.01,0.02,0.03,0,0,0.07,0.12,0.2,16.18,30.15,4.08,0,40.09,0,9.48,53.65,46.33,1287.15,0.08
12,RT99030,TidalCreek,8/10/99,8,1999,32.38,-80.63,Beaufort,1.3,4.56,3.68,32.75,31.4,7.49,20.7,0.58,26.1,,,13,1.146128036,70.25,35.85,0,0.04,,0.000932755,0.03,0.001368883,0,0.01,13,206,0.149275362,42,239,2715.909091,4.5,2.25,0.58,27,27,11.3,14,5.86,0,0.03,0.03,0.03,0.03,0.03,0.03,1,86.5,87.5,87,87,87,87,86,0,0,12,36.1,40.8,48.3,30.13,30.68,29.51,28.83,27.88,26.7,1.42,-1.09,-0.56,-10.93,-0.24,19.21,-0.06,2.15,0.89,-8.89,0.73,3.83,-1.92,-1.92,-1.41,-1.92,-0.35,-0.65,-0.23,-0.79,-0.41,-0.52,1.23,0.3,-0.67,0.39,-1.11,11306,3.59,27.88,15.20524654,4.153509837,1.60310906,0.60723828,0.752975468,0.558659218,34.34539713,7.01967452,1.724556716,5.125091086,13.35924217,0.461501093,14.88948263,30.95,21.56910372,2.21034734,19.35875638,14.57371873,63.66286131,30.95,27.88,0.005666885,0.003562002,0.16,0.12,0.29,0.06,0,0.44,0.12,0.62,51.03,7.65,0.27,6.21,22.3,11.08,1.42,41.28,58.68,5964.67,0.52
12,RT99036,TidalCreek,7/13/99,7,1999,33.08,-79.36,Charleston,2,3.61,4.04,32.38,27.41,7.48,12.28,4.03,95.82,,,8,0.954242509,203.94,75.73,0,0,,0,0.1,0.008529202,0,0.03,11,58,0.042028986,24,165,1875,3.5,3.34,0.42,6,6,3.64,52,31.52,1.24,2.16,3.37,3.37,3.37,3.37,3.37,1,76.5,78.5,79.5,81,81.5,81.5,81.5,9.7,17.1,18.9,19.2,19.4,32.5,26.65,26.25,25.02,24.42,23.64,21.92,1.43,5.26,-1.5,10.78,-0.78,-6.31,-0.68,42.15,0.76,-19.05,0.2,17.55,-1.62,-1.62,-0.66,-1.23,-0.32,0.1,-0.24,-0.8,-0.5,-0.7,1.19,0.19,-0.002,-0.9,-1.09,12852,0.08,23.68,1.912350598,0.078350988,0,0,13.14741036,0.079681275,50.67729084,0.005596502,0.15936255,0.3187251,0.239043825,0.079681275,32.82868526,63.77,1.990701586,0,1.990701586,13.46613546,84.06934152,63.77,23.68,,,,,,,,,,,10.56,8.44,0,0,59.94,0,21.04,80.98,19,55.19,0.004294633
12,RT99037,TidalCreek,8/24/99,8,1999,32.94,-79.77,Berkeley,2,4.69,3.06,20.35,29.26,7.12,7.42,0.37,5.49,,,60,1.785329835,26.9,0,0,0,,0,0.01,0.000066753,0,0.00527853,2,2,0.001449275,8,62,704.5454545,2.5,2.97,0.32,3,3,4.84,10,16.13,0,0,0,0,0,0,0,9,81.5,81.5,81.5,82.5,83,83,83.5,1.2,1.2,2.6,14.5,22.3,24.1,28.13,28.52,29.09,28.62,28.05,26.58,2.24,3.89,-0.5,-1.62,-0.04,-25.74,0.14,-11.68,1.23,11.71,1.11,42.39,-1.92,-1.92,-1.41,-1.92,-0.35,-0.65,-0.23,-0.79,-0.41,-0.52,1.23,0.3,-0.67,0.39,-1.11,16190,1.67,3.24,6.856465006,2.823250297,0.474495848,0.023724792,0.118623962,0.166073547,34.81613286,0.106761566,0.854092527,0.379596679,1.079478055,0.130486358,52.07591934,12.46,10.17793594,0.498220641,9.679715302,1.328588375,88.39857651,12.46,3.24,0.03,0,0.06,0.26,0.35,0.17,0,0.08,0.9,1.16,15.52,5.65,2.23,0.2,55.13,0.11,21.13,78.8,21.17,11445.08,0.7
12,RT99038,TidalCreek,8/18/99,8,1999,32.34,-80.54,Beaufort,2,5.4,4.77,35.95,30.83,7.85,7.48,1.25,41.74,,,0,0,97.63,19.25,0,0.07,,0.001629067,0.04,0.000811082,0,0.01,20,74,0.053623188,17,146,1659.090909,3,1.57,0.4,4,4,2.74,1,0.68,0,0,0,0.03,0.03,0.03,0.03,3,87,87.5,86.5,86.5,87,87.5,87.5,0.5,0.5,0.5,12.1,37.6,46.3,30.33,30.18,30.63,29.67,28.66,27.62,1.42,-1.09,-0.56,-10.93,-0.24,19.21,-0.06,2.15,0.89,-8.89,0.73,3.83,-1.92,-1.92,-1.41,-1.92,-0.35,-0.65,-0.23,-0.79,-0.41,-0.52,1.23,0.3,-0.67,0.39,-1.11,14080,1.58,30.04,11.69878978,2.330793366,0.358583595,0.040111125,5.064993277,0.179291797,34.87225459,5.199462125,1.434334379,5.064993277,15.73285522,2.599731062,15.15015688,47.65,14.42827787,0.39869472,14.02958315,23.39757956,61.90049305,47.65,30.04,0,0,0.4,0.21,0.61,0,0,0.58,0.08,0.67,57.79,12.78,0,8.16,17.52,3.72,0,29.4,70.57,1880.1,0.13
12,RT99039,TidalCreek,8/11/99,8,1999,32.58,-80.18,Charleston,3,3.71,3.63,34.25,31.09,7.65,9.34,0.22,9.27,,,4,0.698970004,26.03,0,0,0,,0,0.01,0,0,0.006261546,13,20,0.014492754,41,261,2965.909091,4,2.39,0.53,56,56,21.46,98,37.55,0,0,0,0.05,0.05,0.05,0.05,3,86.5,86,86,85.5,86,86,85.5,1.3,1.3,9.2,26.2,28.2,30,29.83,30.73,29.67,28.87,27.94,26.69,2.24,3.89,-0.5,-1.62,-0.04,-25.74,0.14,-11.68,1.23,11.71,1.11,42.39,-1.92,-1.92,-1.41,-1.92,-0.35,-0.65,-0.23,-0.79,-0.41,-0.52,1.23,0.3,-0.67,0.39,-1.11,15113,0.54,22.61,4.277942631,0.717111771,0.173095945,0.024727992,1.854599407,0.445103858,36.30069238,1.681503462,1.112759644,0.568743818,18.15034619,2.398615232,32.12166172,36.95,5.192878338,0.197823937,4.995054402,22.40356083,72.23046489,36.95,22.61,0,0,0.01,0.02,0.03,0,0,0.07,0.12,0.2,16.18,30.15,4.08,0,40.09,0,9.48,53.65,46.33,1287.15,0.08
12,RT99040,TidalCreek,8/10/99,8,1999,32.39,-80.64,Beaufort,4,5.35,4.39,33.43,31.29,7.48,16.21,0.28,14.66,,,8,0.954242509,39.21,0,0,0,,0,0.02,0,0,0.007532254,13,238,0.172463768,23,488,5545.454545,2.5,3.4,0.35,3,3,0.61,218,44.67,0,0.03,0.03,0.03,0.03,0.03,0.03,1,86.5,87.5,87,87,87,87,86,0,0,12,35.9,40.7,48.2,30,30.57,29.46,28.79,27.86,26.68,1.42,-1.09,-0.56,-10.93,-0.24,19.21,-0.06,2.15,0.89,-8.89,0.73,3.83,-1.92,-1.92,-1.41,-1.92,-0.35,-0.65,-0.23,-0.79,-0.41,-0.52,1.23,0.3,-0.67,0.39,-1.11,11306,3.59,27.88,15.20524654,4.153509837,1.60310906,0.60723828,0.752975468,0.558659218,34.34539713,7.01967452,1.724556716,5.125091086,13.35924217,0.461501093,14.88948263,30.95,21.56910372,2.21034734,19.35875638,14.57371873,63.66286131,30.95,27.88,0.005666885,0.003562002,0.16,0.12,0.29,0.06,0,0.44,0.12,0.62,51.03,7.65,0.27,6.21,22.3,11.08,1.42,41.28,58.68,5964.67,0.52
12,RO00006,OpenWater,8/8/00,8,2000,33.2,-79.18,Georgetown,4,7.19,5.44,29.16,29.05,7.91,16,0.56,10.19,,,2,0.477121255,9.52,0,0,0,,0,0.01,0.000738971,0,0.003372947,25,304,0.110144928,12,28,318.1818182,3.5,2.42,0.41,5,5,17.86,6,21.43,0,0,0,0.11,0.5,0.91,0.91,3,82.5,84,82.5,82,81,80.5,80.5,10.3,12.9,31.9,40.8,44.2,49.5,26.93,26.64,27.03,26.64,26.45,25.68,-0.93,-7.88,-0.18,-3.66,-1.2,-1.86,-1.42,1.35,-0.84,39.63,-0.68,42.15,-1.46,-1.46,-0.62,-1.46,-0.15,-0.09,-0.22,-0.6,-0.54,0.96,0.3,0.1,0.14,-0.29,-0.51,19408,1.2,31.38,8.624591401,1.659542369,0.402313301,0.100578325,3.268795575,0.176012069,38.67236611,0.00933914,1.257229067,2.464168972,0.226301232,0.100578325,42.87151119,28.85,10.7870254,0.502891627,10.28413377,3.595675132,85.45062654,28.85,31.38,0,0,0,0.08,0.08,0,0,0,0.16,0.16,47.2,0,0,2.85,40.16,7.3,2.46,52.77,47.2,2518.75,0.12
12,RO00007,OpenWater,7/18/00,7,2000,32.97,-79.91,Berkeley,15,5.89,4.96,3.86,30.26,6.86,10.4,0.18,0.7,,,0,0,3.72,8.18,0,0,,0,0.0041,0.000315681,0,0.001444367,4,24,0.008695652,9,284,3227.272727,4,,,63,63,22.18,0,0,0,0,0,0,1.37,2.56,4.91,4,83.5,84,83.5,84,83,83,83.5,13.8,14.2,25,27.9,28.3,30.8,28.5,28.43,27.58,26.91,26.59,24.56,-0.03,-3.02,0.69,-9.2,-0.17,0.79,-0.54,-12.86,-0.14,16.35,0.14,-11.68,-2.15,-2.15,-1.23,-2.15,-0.17,-0.27,-1.14,-1.34,-1.01,-0.5,-0.93,0.07,-0.64,-1.03,-0.55,11540,5.3,11.78,4.549748111,3.652392947,2.928211587,2.01511335,0.976070529,1.542821159,50.92884131,0.141687657,3.479219144,0.739924433,0.676952141,0.141687657,28.10138539,24.7,13.14546599,4.943324937,8.202141058,1.794710327,84.93387909,24.7,11.78,0.04,0.02,0,0,0.06,0.09,0.01,0,0,0.1,17.88,4.82,9.57,6.29,8.41,6.37,46.63,77.27,22.7,557.26,0.04
12,RO00008,OpenWater,6/27/00,6,2000,32.44,-80.5,Beaufort,4.3,7.13,5.18,33.05,29.31,7.67,8.56,0.24,9.71,,,0,0,21.04,0,0,0,,0,0.01,0,0,0.004224845,6,21,0.007608696,26,176,2000,4,1.48,0.58,36,28,15.91,26,14.77,0,0,0,0,0,0,0,8,83,83,83.5,84,83.5,83,83,5.7,5.7,7.6,9.3,10.5,16.1,28.05,28.18,26.47,25.7,24.39,21.95,-0.03,-3.02,0.69,-9.2,-0.17,0.79,-0.54,-12.86,-0.14,16.35,0.14,-11.68,-1.94,-1.94,-1.24,-1.94,-0.04,-1.26,-1.32,-0.84,-0.66,-0.54,-0.79,-0.01,0.58,-0.03,-0.64,12960,1.36,23.02,17.97900262,1.811023622,0.131233596,0.01458184,0.078740157,0.498687664,38.71391076,7.296587927,2.230971129,5.984251969,5.538057743,0.104986877,19.4488189,38.88,19.93584168,0.145815436,19.79002625,5.721784777,74.17322835,38.88,23.02,0.01,0,0.3,0.05,0.37,0.07,0,0.58,0.29,0.95,41.68,5.71,2.5,6.07,27.58,14.62,1.81,52.58,47.39,8376.93,0.64
12,RO00009,OpenWater,6/20/00,6,2000,32.37,-80.7,Beaufort,2.1,6.2,4.21,34.86,29.17,7.54,5.21,0.77,25.95,,,7,0.903089987,86.95,28.59,2.16,0,,0,0.03,0.000965351,0.01,0.01,8,210,0.076086957,38,225,2556.818182,4.5,1.65,0.63,35,35,15.56,3,1.33,0.43,0.43,0.81,0.84,0.88,1.27,1.27,2,81.5,81.5,80.5,80.5,80.5,80.5,81,5.5,5.5,9,9,13.1,18.3,28.08,26.82,26.42,24.84,23.16,20.97,-0.4,-8.16,0.28,-4.26,-0.36,-12.89,-0.82,-26.69,-0.15,-4.09,-0.06,2.15,-1.94,-1.94,-1.24,-1.94,-0.04,-1.26,-1.32,-0.84,-0.66,-0.54,-0.79,-0.01,0.58,-0.03,-0.64,3993,9.24,15.78,27.05926202,9.932910921,4.863958256,1.658591129,0.335445397,0.689526649,30.24599329,6.149832277,2.571748043,5.08758852,2.143123369,0.167722698,8.945210585,30.56,43.51472233,6.522549385,36.99217294,2.646291465,53.68989937,30.56,15.78,0.13,0,0,0.19,0.33,0.58,0,0,1.08,1.67,62.45,1.63,0,3.12,26.4,6,0.37,35.89,64.08,12071.56,3.02
12,RO00010,OpenWater,6/20/00,6,2000,32.29,-80.64,Beaufort,6.4,7.67,5.97,34.79,28.9,7.91,5.11,0.13,6.5,,,0,0,48.19,0,0.39,0,,0,0.01,0,0.002213333,0.005891375,1,2,0.000724638,64,1541,17511.36364,4.5,3.64,0.59,838,141,9.15,44,2.86,0,0.83,0.83,0.83,0.83,0.83,0.83,1,84,83,83,83.5,83.5,83.5,83,3.7,3.7,6.8,6.8,11.1,15.4,28.15,26.96,26.52,24.94,23.28,21.09,-0.4,-8.16,0.28,-4.26,-0.36,-12.89,-0.82,-26.69,-0.15,-4.09,-0.06,2.15,-1.94,-1.94,-1.24,-1.94,-0.04,-1.26,-1.32,-0.84,-0.66,-0.54,-0.79,-0.01,0.58,-0.03,-0.64,11306,3.59,27.88,15.20524654,4.153509837,1.60310906,0.60723828,0.752975468,0.558659218,34.34539713,7.01967452,1.724556716,5.125091086,13.35924217,0.461501093,14.88948263,30.95,21.56910372,2.21034734,19.35875638,14.57371873,63.66286131,30.95,27.88,0.005666885,0.003562002,0.16,0.12,0.29,0.06,0,0.44,0.12,0.62,51.03,7.65,0.27,6.21,22.3,11.08,1.42,41.28,58.68,5964.67,0.52
12,RO00015,OpenWater,8/8/00,8,2000,33.36,-79.24,Georgetown,1,6.87,4.45,2.95,29.08,6.95,6.59,2.21,29.77,,,30,1.491361694,60.31,252.16,1.26,0.74,,0.01,0.02,0.01,0.007022222,0.01,17,200,0.072463768,8,92,1045.454545,2.5,3.33,0.32,1,1,1.09,46,50,0,0,0,0.11,0.5,0.91,0.91,3,82.5,84,82.5,82,81,80.5,80.5,8.3,10.1,26.1,34.9,37.8,45.6,26.95,26.54,26.97,26.64,26.49,25.69,-0.93,-7.88,-0.18,-3.66,-1.2,-1.86,-1.42,1.35,-0.84,39.63,-0.68,42.15,-1.46,-1.46,-0.62,-1.46,-0.15,-0.09,-0.22,-0.6,-0.54,0.96,0.3,0.1,0.14,-0.29,-0.51,10688,2.73,15.68,18.58017905,4.69608921,0.486885503,0.031411968,0.361237632,0.219883776,32.99827234,0.014548089,1.994659965,1.256478718,0.392649599,0.015705984,38.85660437,20.65,23.79456573,0.518297471,23.27626826,0.769593215,75.34044726,20.65,15.68,0.06,0,1.08,0.73,1.88,0.32,0,1.6,1.35,3.29,51.42,0,0,0,29.31,6.96,12.29,48.56,51.42,8548.18,0.79
12,RO00016,OpenWater,7/18/00,7,2000,33.06,-79.47,Charleston,2.1,5.48,4.72,36.72,30.56,7.52,15.5,1.08,24.49,,,0,0,27.55,0,0,0,,0,0.02,0.000186864,0,0.008346916,24,135,0.048913043,42,402,4568.181818,3.5,1.94,0.59,39,39,9.7,75,18.66,0,0,0.24,0.24,0.24,0.86,0.86,,81.5,82.5,82,82,82,81.5,82,13.3,14.7,22.6,24.7,26.9,28,27.73,27.63,26.83,26.14,26.02,24.18,-0.03,-3.02,0.69,-9.2,-0.17,0.79,-0.54,-12.86,-0.14,16.35,0.14,-11.68,-2.15,-2.15,-1.23,-2.15,-0.17,-0.27,-1.14,-1.34,-1.01,-0.5,-0.93,0.07,-0.64,-1.03,-0.55,17681,0.6,11.92,5.426511814,1.041249499,0.060072087,0.004107241,0.660792952,0.540648779,47.67721266,0.080096115,2.162595114,0.921105326,3.844613536,0.080096115,37.38486183,38.14,6.531940641,0.064179327,6.467761314,4.585502603,88.76651982,38.14,11.92,0.004335891,0,0,0.003516954,0.007852845,0.02,0,0,0.03,0.05,37.87,1.76,0,0,57.55,0,2.79,60.34,39.63,2400.78,0.13
12,RO00017,OpenWater,6/28/00,6,2000,32.49,-80.44,Colleton,5.5,6.19,5.63,33.16,29.11,7.63,9.07,0.08,4.42,,,0,0,4.47,0,0.26,0.05,,0.001133406,0.005,0,0.00145,0.001846843,24,491,0.177898551,60,863,9806.818182,5,,,219,213,24.68,18,2.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9,83,83.5,83,83.5,83.5,84,83,6.2,6.2,8.2,9.8,10.4,15.1,28,28.14,26.58,25.8,24.52,22.05,-0.03,-3.02,0.69,-9.2,-0.17,0.79,-0.54,-12.86,-0.14,16.35,0.14,-11.68,-1.94,-1.94,-1.24,-1.94,-0.04,-1.26,-1.32,-0.84,-0.66,-0.54,-0.79,-0.01,0.58,-0.03,-0.64,13731,0.28,21.15,2.393038434,0.471356055,0.023764888,0,0.616388687,1.269035533,34.95286439,0.652646846,2.64684554,2.320522117,7.614213198,1.124002901,45.64902103,51.27,2.888159376,0.023764888,2.864394489,9.354604786,87.49093546,51.27,21.15,,,,,,,,,,,32.5,1.11,1.36,9.56,24.41,10.2,20.82,66.35,33.61,86.4,0.006292839
12,RO00018,OpenWater,6/28/00,6,2000,32.49,-80.51,Beaufort,8.2,7.84,5.29,32.75,29.41,7.58,4.98,0.09,4.77,,,0,0,1.84,0,0.15,0.04,,0.001079176,0.0027,0,0.000880556,0.001072203,6,14,0.005072464,17,82,931.8181818,3.5,,,7,7,8.54,1,1.22,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9,83,83.5,83,83.5,83.5,84,83,6.2,6.2,8.3,9.9,10.5,15.8,27.9,28.04,26.51,25.77,24.51,22.05,-0.03,-3.02,0.69,-9.2,-0.17,0.79,-0.54,-12.86,-0.14,16.35,0.14,-11.68,-1.94,-1.94,-1.24,-1.94,-0.04,-1.26,-1.32,-0.84,-0.66,-0.54,-0.79,-0.01,0.58,-0.03,-0.64,7189,0,70.84,0,0,0,0,10.61946903,0,70.79646018,1.769911504,0,0.221584867,0,0,15.04424779,28.03,0,0,0,10.61946903,87.83220434,28.03,70.84,,,,,,,,,,,20.28,0,0,37.55,0,33.02,9.12,79.69,20.28,2.3,0.0003207
12,RO00019,OpenWater,8/1/00,8,2000,32.21,-80.87,Beaufort,3,6.26,4.6,34.23,30.37,7.43,6.53,0.67,26.73,,,0,0,66.62,939.39,0.88,0,,0,0.02,0.03,0.004922222,0.03,9,86,0.03115942,23,197,2238.636364,3,1.39,0.51,17,9,4.57,2,1.02,0.11,0.11,0.36,0.96,0.96,0.99,0.99,2,80,80.5,79.5,80,80,80,80,8.8,8.8,14.3,18.6,24.6,26,26.5,27.55,28.2,27.96,27.59,26.24,-0.4,-8.16,0.28,-4.26,-0.36,-12.89,-0.82,-26.69,-0.15,-4.09,-0.06,2.15,-2.55,-2.55,-1.86,-2.55,-0.63,-0.75,-0.7,-1.31,-1.19,-0.58,-0.8,0.1,0.14,-0.29,-0.51,10510,1.57,18.26,13.03195893,1.953965888,0.56300712,0.066236132,0.115913231,0.44709389,42.24209306,2.881271734,3.046862063,7.666832257,1.4571949,0.16559033,26.26262626,21.35,15.61516807,0.629243252,14.98592482,1.73869846,82.54677927,21.35,18.26,0.09,0.28,0.6,2.31,3.3,0.2,0.32,0.5,1.14,2.17,43.35,5.15,0.34,1.72,27.25,15.12,7.04,51.47,48.5,13857.64,1.31
12,RO00020,OpenWater,8/8/00,8,2000,33.32,-79.27,Georgetown,3,7.34,4.52,9.81,29.27,7.25,6.72,0.85,20.57,,,26,1.431363764,54.86,3.83,0.11,0.18,,0.003904556,0.02,0.002042999,0.000616667,0.008727113,13,145,0.052536232,16,106,1204.545455,3.5,3.2,0.39,3,3,2.83,61,57.55,0,0,0,0.11,0.5,0.91,0.91,3,82.5,84,82.5,82,81,80.5,80.5,8.4,10.3,27.4,36.1,39.2,46.5,27.03,26.61,27,26.67,26.52,25.71,-0.93,-7.88,-0.18,-3.66,-1.2,-1.86,-1.42,1.35,-0.84,39.63,-0.68,42.15,-1.46,-1.46,-0.62,-1.46,-0.15,-0.09,-0.22,-0.6,-0.54,0.96,0.3,0.1,0.14,-0.29,-0.51,19408,1.2,31.38,8.624591401,1.659542369,0.402313301,0.100578325,3.268795575,0.176012069,38.67236611,0.00933914,1.257229067,2.464168972,0.226301232,0.100578325,42.87151119,28.85,10.7870254,0.502891627,10.28413377,3.595675132,85.45062654,28.85,31.38,0,0,0,0.08,0.08,0,0,0,0.16,0.16,47.2,0,0,2.85,40.16,7.3,2.46,52.77,47.2,2518.75,0.12
